    5.806617345374576E-03    8.932088093888310E+04    2.969324801539087E+05    6.231791129347646E+05    6.231793345255235E+05    1.068061202580184E+06    1.068061423465793E+06    1.631578351005952E+06    1.631578414035819E+06    1.631578562297094E+06    2.313730763791611E+06    2.313730800779810E+06    2.313730971459999E+06    3.114518311475758E+06    3.114518342436487E+06    3.114518402235966E+06    3.114518536785318E+06    4.033941094491891E+06    4.033941139388623E+06    4.033941168662467E+06    4.033941292680906E+06    5.071999036466453E+06    5.071999056896483E+06    5.071999089208895E+06    5.071999134913335E+06    5.071999253063892E+06    6.228692205669533E+06    6.228692233929522E+06    6.228692242766326E+06    6.228692297689384E+06    6.228692394905270E+06    7.504020540343534E+06    7.504020556137923E+06    7.504020575146735E+06    7.504020587362343E+06    7.504020656126936E+06    7.504020735128127E+06    8.897984080111526E+06    8.897984099082403E+06    8.897984110562043E+06    8.897984126856975E+06    8.897984211686935E+06    8.897984266172484E+06    1.041058281803047E+07    1.041058282357705E+07    1.041058283493360E+07    1.041058284709844E+07    1.041058286542907E+07    1.041058296217838E+07    1.041058299005026E+07    1.204181672059604E+07    1.204181674665106E+07    1.204181675702360E+07    1.204181676773936E+07    1.204181680580421E+07    1.204181690744680E+07    1.204181690878905E+07    1.379168582685235E+07    1.379168586415555E+07    1.379168587917656E+07    1.379168588562257E+07
    1.945669460047394E-02    8.253198095133350E+03    2.674420851859422E+04    5.580094578972799E+04    5.580168828317174E+04    9.542482996234244E+04    9.542560778153832E+04    1.456145324741410E+05    1.456147488844682E+05    1.456152935540736E+05    2.063707308833718E+05    2.063709328605714E+05    2.063715186429765E+05    2.776930125394142E+05    2.776931230054252E+05    2.776933950372783E+05    2.776938976164710E+05    3.595816859283514E+05    3.595819772666331E+05    3.595820455632915E+05    3.595825241890029E+05    4.520365314777103E+05    4.520366013739269E+05    4.520369175024088E+05    4.520369254730471E+05    4.520374764977610E+05    5.550577285363374E+05    5.550580459952570E+05    5.550580845447751E+05    5.550581520836893E+05    5.550586524774628E+05    6.686451346758776E+05    6.686451810607575E+05    6.686454851227873E+05    6.686455965675944E+05    6.686456029123609E+05    6.686461189801889E+05    7.927988671515707E+05    7.927991365716916E+05    7.927992018492825E+05    7.927992980111775E+05    7.927993523883404E+05    7.927998531892285E+05    9.275188282092409E+05    9.275188607732950E+05    9.275191349092455E+05    9.275192714393148E+05    9.275193268710830E+05    9.275193547230698E+05    9.275198535891251E+05    1.072805101200245E+06    1.072805353175049E+06    1.072805393899892E+06    1.072805515985087E+06    1.072805617407284E+06    1.072805629514180E+06    1.072806130610379E+06    1.228657614175962E+06    1.228657638159229E+06    1.228657891085034E+06    1.228657993203204E+06
    4.088539909392086E-02    2.099092335203407E+03    6.286724136176712E+03    1.286610304898822E+04    1.286766289836042E+04    2.184021098559363E+04    2.184184550898038E+04    3.320625726334377E+04    3.320671215173436E+04    3.320785754802440E+04    4.696566478211481E+04    4.696609185983482E+04    4.696732315392188E+04    6.311756780531222E+04    6.311780040945718E+04    6.311837430923316E+04    6.311943245578676E+04    8.166261273908752E+04    8.166323009498474E+04    8.166337436169219E+04    8.166438161119030E+04    1.026003404489852E+05    1.026004879544330E+05    1.026011604621233E+05    1.026011719183701E+05    1.026023359550337E+05    1.259311248653898E+05    1.259318001589199E+05    1.259318845702643E+05    1.259320234857001E+05    1.259330801173931E+05    1.516546702946012E+05    1.516547686625487E+05    1.516554153685654E+05    1.516556546008828E+05    1.516556641391811E+05    1.516567548745767E+05    1.797712188656840E+05    1.797717988583864E+05    1.797719374595109E+05    1.797721421430969E+05    1.797722501208794E+05    1.797733125138232E+05    2.102805701986071E+05    2.102806398066794E+05    2.102812255262965E+05    2.102815251884387E+05    2.102816360341948E+05    2.102816892626597E+05    2.102827493919347E+05    2.431828936046824E+05    2.431834404411978E+05    2.431835282906810E+05    2.431837929003399E+05    2.431840075518518E+05    2.431840145659602E+05    2.431850878232272E+05    2.784780446095780E+05    2.784780963967852E+05    2.784786394164829E+05    2.784788702916694E+05
    7.005761118323406E-02    8.848228583800503E+02    2.311157134121086E+03    4.550517133445617E+03    4.553188001026291E+03    7.608002525648193E+03    7.610795587932028E+03    1.147883495072118E+04    1.147961406198911E+04    1.148157017180743E+04    1.616545215186258E+04    1.616617786009678E+04    1.616828673645665E+04    2.166637085146949E+04    2.166676954640622E+04    2.166774681095007E+04    2.166955834818233E+04    2.798269839763776E+04    2.798375100423196E+04    2.798399769701856E+04    2.798572243276589E+04    3.511364834494208E+04    3.511390126356273E+04    3.511504694099508E+04    3.511506783883819E+04    3.511706046748703E+04    4.305986106643096E+04    4.306101399743040E+04    4.306115883884591E+04    4.306139454168927E+04    4.306320472153385E+04    5.182083040459656E+04    5.182099913963686E+04    5.182210306679680E+04    5.182251108440177E+04    5.182252754929367E+04    5.182439593972066E+04    6.139697060063393E+04    6.139796134390381E+04    6.139819947462242E+04    6.139854741925759E+04    6.139873190830836E+04    6.140055229544631E+04    7.178793909638874E+04    7.178805860074270E+04    7.178905889735407E+04    7.178957146401779E+04    7.178976070523199E+04    7.178985085679195E+04    7.179166777510721E+04    8.299402508884951E+04    8.299496037506923E+04    8.299511131273374E+04    8.299556274391660E+04    8.299592970091684E+04    8.299594031056194E+04    8.299778042680479E+04    9.501498208022435E+04    9.501507110848813E+04    9.501599916020926E+04    9.501639383559459E+04
    1.069274884154190E-01    4.999775306591073E+02    1.112373664393979E+03    2.071651279832429E+03    2.075720776893809E+03    3.385561968801253E+03    3.389800619461704E+03    5.046822612072522E+03    5.048011739335245E+03    5.050976034529527E+03    7.059155499296046E+03    7.060243590600818E+03    7.063458460386497E+03    9.420294906214967E+03    9.420904023800718E+03    9.422376122474570E+03    9.425134524395080E+03    1.213193179790849E+04    1.213351993576952E+04    1.213389526944683E+04    1.213652242175008E+04    1.519286510998509E+04    1.519325148840682E+04    1.519497650805279E+04    1.519501397502653E+04    1.519804630002418E+04    1.860407281378207E+04    1.860581587985206E+04    1.860603651897661E+04    1.860639039000433E+04    1.860914921862248E+04    2.236478212039953E+04    2.236503983159098E+04    2.236670853280112E+04    2.236732419148847E+04    2.236734931012897E+04    2.237019684869243E+04    2.647562536850660E+04    2.647712196158419E+04    2.647748665284651E+04    2.647800827042181E+04    2.647829066462696E+04    2.648106417588381E+04    3.093607978225368E+04    3.093626230251191E+04    3.093777458198885E+04    3.093854865903985E+04    3.093883787996350E+04    3.093897385812418E+04    3.094174282978492E+04    3.574658663139071E+04    3.574800111244870E+04    3.574823145391332E+04    3.574891122812120E+04    3.574946908440077E+04    3.574948640539483E+04    3.575229013592289E+04    4.090676990479330E+04    4.090690590186435E+04    4.090830986813701E+04    4.090890226129326E+04
    1.514373790960217E-01    3.290213328186485E+02    6.344543147806812E+02    1.110159437851725E+03    1.115902767609646E+03    1.767030541326422E+03    1.772973266418414E+03    2.594775660363210E+03    2.596463274520253E+03    2.600607961195392E+03    3.598678319542388E+03    3.600173582183253E+03    3.604715137321695E+03    4.775519720828938E+03    4.776385178263172E+03    4.778424378995407E+03    4.782313320983922E+03    6.127699593729210E+03    6.129904408278171E+03    6.130435398678144E+03    6.134140547550513E+03    7.653513170636384E+03    7.654061639998430E+03    7.656449188876797E+03    7.656514640362529E+03    7.660786354704905E+03    9.354348241281199E+03    9.356776465406205E+03    9.357089414869344E+03    9.357576513981616E+03    9.361472073095931E+03    1.122910881522900E+04    1.122947434177874E+04    1.123179913658275E+04    1.123265468006760E+04    1.123268918312304E+04    1.123671077792612E+04    1.327869147750725E+04    1.328077351423023E+04    1.328129291436152E+04    1.328200943709739E+04    1.328241122328056E+04    1.328632572076816E+04    1.550235525718131E+04    1.550261403387542E+04    1.550472116202324E+04    1.550579809578062E+04    1.550620747597080E+04    1.550639704416309E+04    1.551030668913160E+04    1.790072553155840E+04    1.790269674632921E+04    1.790302281260481E+04    1.790396411440838E+04    1.790474805391153E+04    1.790477591516076E+04    1.790873308691398E+04    2.047326954180614E+04    2.047346232424122E+04    2.047542039337061E+04    2.047623536781360E+04
    2.035177552186020E-01    2.296476761283155E+02    3.988626411609495E+02    6.592071400815450E+02    6.668763269023763E+02    1.025127082067849E+03    1.032983806566122E+03    1.482835119812806E+03    1.485119503049204E+03    1.490572697637508E+03    2.039476145353789E+03    2.041394469458319E+03    2.047468630910150E+03    2.690690009773503E+03    2.691862477451727E+03    2.694511848682418E+03    2.699696957972605E+03    3.439718835459810E+03    3.442591017384269E+03    3.443309268817286E+03    3.448249502070784E+03    4.284259135513487E+03    4.285000039649783E+03    4.288098419089156E+03    4.288208773252186E+03    4.293900317630579E+03    5.226184429536354E+03    5.229364910353002E+03    5.229790966603508E+03    5.230415834707167E+03    5.235623128744059E+03    6.264017029852884E+03    6.264509910268662E+03    6.267557369700429E+03    6.268675346231968E+03    6.268717101228790E+03    6.274096148933694E+03    7.398965205632259E+03    7.401688307628305E+03    7.402392539416801E+03    7.403311044643496E+03    7.403853495163051E+03    7.409084018818480E+03    8.630031082680258E+03    8.630379684104395E+03    8.633142137278637E+03    8.634553094374667E+03    8.635098600915233E+03    8.635348717514067E+03    8.640575596485985E+03    9.958056670300501E+03    9.960641289911056E+03    9.961079575651895E+03    9.962303736173779E+03    9.963342063424832E+03    9.963386094704305E+03    9.968673985919582E+03    1.138232495781904E+04    1.138258451242663E+04    1.138515509618023E+04    1.138620400474473E+04
    2.630872857821673E-01    1.596326329406888E+02    2.609335250706885E+02    4.132556132136817E+02    4.230636266708916E+02    6.348714517099953E+02    6.447741329659455E+02    9.080320933600842E+02    9.110359187331360E+02    9.178537763394115E+02    1.242099064143080E+03    1.244416668791871E+03    1.252203084155042E+03    1.631342160697471E+03    1.632883357998126E+03    1.636146218824067E+03    1.642762005869584E+03    2.079999932615442E+03    2.083546636967355E+03    2.084496360165140E+03    2.090795128075778E+03    2.585061110849736E+03    2.586028808742533E+03    2.589839300364933E+03    2.590017000899210E+03    2.597278828284623E+03    3.148969530547202E+03    3.152929626965149E+03    3.153500620549049E+03    3.154251056315052E+03    3.160922933560859E+03    3.769802524487508E+03    3.770444011112938E+03    3.774247707561653E+03    3.775638110789332E+03    3.775678616739991E+03    3.782580028517571E+03    4.449130804332783E+03    4.452518578671268E+03    4.453441129835429E+03    4.454548903713311E+03    4.455251976711926E+03    4.461953225271202E+03    5.185658806295327E+03    5.186111633871947E+03    5.189559842883495E+03    5.191324683084066E+03    5.192012169098864E+03    5.192330043882544E+03    5.199031242025965E+03    5.980479173189004E+03    5.983705623326833E+03    5.984273424386482E+03    5.985787748044446E+03    5.987096227769217E+03    5.987164368084027E+03    5.993940772906935E+03    6.832662153244415E+03    6.832998906066876E+03    6.836213713091060E+03    6.837491349156101E+03
    3.300529532605987E-01    1.043991630625443E+02    1.686776995153416E+02    2.616822074132630E+02    2.737825612518290E+02    4.055822333325011E+02    4.175408112460980E+02    5.782193256572876E+02    5.821148117958928E+02    5.902409804321785E+02    7.916323793064903E+02    7.942741335272887E+02    8.039086028696132E+02    1.038415081669029E+03    1.040408670845570E+03    1.044238376942772E+03    1.052367987797273E+03    1.323997661800443E+03    1.328168295663849E+03    1.329420231046406E+03    1.337143823022254E+03    1.644523818255406E+03    1.645760879025128E+03    1.650225959641690E+03    1.650498028286477E+03    1.659435580594335E+03    2.003109577858074E+03    2.007824455358385E+03    2.008595099908168E+03    2.009432922618694E+03    2.017687098813059E+03    2.397314095870187E+03    2.398129026393455E+03    2.402682762160407E+03    2.404340514987042E+03    2.404359282489217E+03    2.412919809035573E+03    2.829128223604223E+03    2.833165723786185E+03    2.834345689557537E+03    2.835603582917597E+03    2.836484257199295E+03    2.844780316558636E+03    3.296913436132523E+03    3.297486665774182E+03    3.301614611202940E+03    3.303743112307131E+03    3.304558616915366E+03    3.304953872667015E+03    3.313256847594358E+03    3.802050223126071E+03    3.805912371671972E+03    3.806629082881827E+03    3.808426659725322E+03    3.809999986744422E+03    3.810102732415284E+03    3.818497029028269E+03    4.343365373358623E+03    4.343790701198102E+03    4.347648820301206E+03    4.349132261398474E+03
    4.043101950455972E-01    5.841320258119046E+01    1.009608278775397E+02    1.590370433007283E+02    1.735007985415210E+02    2.585126295661875E+02    2.723494844948388E+02    3.723797516274924E+02    3.774261225674315E+02    3.866349306063452E+02    5.159857041453057E+02    5.188114334528512E+02    5.303599803493184E+02    6.798134232971158E+02    6.823818525732587E+02    6.866731634686787E+02    6.963172370063835E+02    8.707542579206189E+02    8.754261266105391E+02    8.770989576406678E+02    8.862216042841249E+02    1.083918926276565E+03    1.085483319648496E+03    1.090474929898083E+03    1.090872395262936E+03    1.101524294222395E+03    1.323228519871478E+03    1.328609177412682E+03    1.329675431248769E+03    1.330522893970314E+03    1.340424056770836E+03    1.585632233526700E+03    1.586652258190032E+03    1.591905728791048E+03    1.593765180194157E+03    1.593809083224218E+03    1.604080222266963E+03    1.873611773706931E+03    1.878241565481107E+03    1.879727521384631E+03    1.881061419073822E+03    1.882132019608150E+03    1.892102317284673E+03    2.185131830873351E+03    2.185845023757567E+03    2.190606238230472E+03    2.193102024053788E+03    2.193997974479249E+03    2.194486201182585E+03    2.204475105650551E+03    2.521904077348348E+03    2.526357026592641E+03    2.527246488909636E+03    2.529308356388422E+03    2.531108318020073E+03    2.531258813724279E+03    2.541360529010420E+03    2.882476812444237E+03    2.883003913759698E+03    2.887467952683679E+03    2.889117541504271E+03
