    3.707110173775341E-03    2.191657207037113E+05    7.285282980007977E+05    1.528954942586777E+06    1.528955296252589E+06    2.620446329560975E+06    2.620446672172323E+06    4.003001822014109E+06    4.003001921468601E+06    4.003002145605401E+06    5.676621748705122E+06    5.676621792899554E+06    5.676622058862317E+06    7.641305903949131E+06    7.641305951662754E+06    7.641306032390168E+06    7.641306231225679E+06    9.897054445456535E+06    9.897054481507076E+06    9.897054551453214E+06    9.897054722353863E+06    1.244386725365266E+07    1.244386728507489E+07    1.244386729086013E+07    1.244386740586417E+07    1.244386754690444E+07    1.528174442514693E+07    1.528174443076585E+07    1.528174445396606E+07    1.528174458353607E+07    1.528174467459361E+07    1.841068586640603E+07    1.841068589937425E+07    1.841068591168844E+07    1.841068593861066E+07    1.841068608794070E+07    1.841068612930940E+07    2.183069161557949E+07    2.183069166852289E+07    2.183069168457808E+07    2.183069175709910E+07    2.183069189877242E+07    2.183069191943788E+07    2.554176171860512E+07    2.554176176415663E+07    2.554176179461623E+07    2.554176185722248E+07    2.554176189950878E+07    2.554176198815685E+07    2.554176207579595E+07    2.954389610736633E+07    2.954389617172437E+07    2.954389619478269E+07    2.954389623468021E+07    2.954389637237066E+07    2.954389639659544E+07    2.954389655853418E+07    3.383709482322682E+07    3.383709489849973E+07    3.383709493327151E+07    3.383709500744162E+07    3.383709510324450E+07    3.383709512553313E+07    3.383709516889630E+07    3.383709536679517E+07    3.842135787447602E+07    3.842135793497253E+07    3.842135799902983E+07    3.842135800309320E+07    3.842135810765528E+07    3.842135817068943E+07    3.842135829439804E+07    3.842135850157890E+07    4.329668522398903E+07    4.329668530547353E+07    4.329668534749019E+07    4.329668539817962E+07    4.329668553583386E+07    4.329668553735732E+07    4.329668565622277E+07    4.329668574384235E+07    4.329668596208400E+07    4.846307690160935E+07    4.846307698297799E+07    4.846307704056204E+07    4.846307710862578E+07    4.846307712681480E+07    4.846307722246581E+07    4.846307729318447E+07    4.846307752154452E+07    4.846307774926998E+07    5.392053290597098E+07    5.392053297765919E+07    5.392053305440398E+07    5.392053307688238E+07    5.392053318423703E+07    5.392053322682376E+07    5.392053337669749E+07    5.392053350998090E+07    5.392053362359939E+07    5.392053386234693E+07
    1.242375481435687E-02    2.027805293429148E+04    6.562966818257389E+04    1.368955904497323E+05    1.368967757610800E+05    2.340780868523268E+05    2.340793278726150E+05    3.571750363288544E+05    3.571753816870432E+05    3.571762502427883E+05    5.061875208426676E+05    5.061878415224775E+05    5.061887763909177E+05    6.811148810484505E+05    6.811150571721151E+05    6.811154898641964E+05    6.811162910613458E+05    8.819576102216393E+05    8.819580724378885E+05    8.819581810948615E+05    8.819589443373022E+05    1.108715356814004E+06    1.108715468119542E+06    1.108715968241381E+06    1.108715983804069E+06    1.108716860259243E+06    1.361388408484990E+06    1.361388911010301E+06    1.361388971028484E+06    1.361389080124485E+06    1.361389876423649E+06    1.639976536203899E+06    1.639976609880829E+06    1.639977091194113E+06    1.639977265924617E+06    1.639977279349712E+06    1.639978099373675E+06    1.944479929136450E+06    1.944480352403343E+06    1.944480456088928E+06    1.944480607982265E+06    1.944480698053121E+06    1.944481492568771E+06    2.274898428865755E+06    2.274898480410970E+06    2.274898913134997E+06    2.274899125039584E+06    2.274899215535069E+06    2.274899263667232E+06    2.274900053824049E+06    2.631232171224696E+06    2.631232564981344E+06    2.631232629377695E+06    2.631232820090424E+06    2.631232980969828E+06    2.631233009490590E+06    2.631233799589633E+06    3.013481038119566E+06    3.013481075986663E+06    3.013481473980611E+06    3.013481629301638E+06    3.013481768110949E+06    3.013481887802778E+06    3.013481951916107E+06    3.013482716847193E+06    3.421645134185689E+06    3.421645493068926E+06    3.421645538218314E+06    3.421645738925497E+06    3.421645856464459E+06    3.421646015767404E+06    3.421646056528106E+06    3.421646812531308E+06    3.855724365378518E+06    3.855724394349721E+06    3.855724755688494E+06    3.855724965197915E+06    3.855724994751797E+06    3.855725109745945E+06    3.855725292848098E+06    3.855725347198166E+06    3.855726085589394E+06    4.315718817485963E+06    4.315719138918097E+06    4.315719175387547E+06    4.315719410866370E+06    4.315719426710706E+06    4.315719592502798E+06    4.315719755070066E+06    4.315719813855240E+06    4.315720535200823E+06    4.801628411048042E+06    4.801628434205052E+06    4.801628761251708E+06    4.801628984809902E+06    4.801629007514060E+06    4.801629070048494E+06    4.801629207643186E+06    4.801629396280088E+06    4.801629458236100E+06    4.801630162953295E+06
    2.611346404772341E-02    5.201593595237873E+03    1.546694009447804E+04    3.159630389086036E+04    3.159879502446209E+04    5.359444892592977E+04    5.359706092025509E+04    8.145691809563222E+04    8.145764464771886E+04    8.145947523610749E+04    1.151859838588183E+05    1.151866673667141E+05    1.151886336116912E+05    1.547802635332674E+05    1.547806349274121E+05    1.547815529032325E+05    1.547832427673451E+05    2.002407895436964E+05    2.002417764649732E+05    2.002420069967587E+05    2.002436154795802E+05    2.515668284956729E+05    2.515670639545630E+05    2.515681392236674E+05    2.515681574024687E+05    2.515700162580938E+05    3.087589777681939E+05    3.087600567386685E+05    3.087601913288568E+05    3.087604139428849E+05    3.087621008840156E+05    3.718167648432431E+05    3.718169218130123E+05    3.718179552007652E+05    3.718183375282686E+05    3.718183527554757E+05    3.718200942449542E+05    4.407405767785827E+05    4.407415029747623E+05    4.407417240225694E+05    4.407420514982761E+05    4.407422243788688E+05    4.407439201779675E+05    5.155300930997411E+05    5.155302041126044E+05    5.155311397635456E+05    5.155316178115552E+05    5.155317953073827E+05    5.155318808216276E+05    5.155335728189194E+05    5.961855847490731E+05    5.961864574243290E+05    5.961865974370096E+05    5.961870200943976E+05    5.961873629897696E+05    5.961873755385375E+05    5.961890878298276E+05    6.827068203581547E+05    6.827069028784159E+05    6.827077699828668E+05    6.827081379970103E+05    6.827084321088737E+05    6.827086760221375E+05    6.827087793592406E+05    6.827104373170398E+05    7.750940004677976E+05    7.750948111759562E+05    7.750949104607429E+05    7.750953509167279E+05    7.750956186233702E+05    7.750959530966486E+05    7.750959763544538E+05    7.750976358801883E+05    8.733469496498044E+05    8.733470132352262E+05    8.733478102632235E+05    8.733482995064397E+05    8.733483613152520E+05    8.733486173856306E+05    8.733490024397896E+05    8.733490500719672E+05    8.733506815424927E+05    9.774658228130777E+05    9.774665690470421E+05    9.774666461643825E+05    9.774671719336719E+05    9.774672079667428E+05    9.774675818069566E+05    9.774679184040329E+05    9.774679632340469E+05    9.774695723189438E+05    1.087450481948847E+06    1.087450532317480E+06    1.087451265011248E+06    1.087451793307025E+06    1.087451846660688E+06    1.087451974407170E+06    1.087452291871943E+06    1.087452690775846E+06    1.087452718930813E+06    1.087454311708522E+06
    4.476153143535821E-02    2.247804617625928E+03    5.741707873050424E+03    1.122888528152805E+04    1.123315395977476E+04    1.871749562176930E+04    1.872196812633044E+04    2.819990116146250E+04    2.820114661731499E+04    2.820428058789951E+04    3.967999719622486E+04    3.968116591988892E+04    3.968453578886318E+04    5.315541381707275E+04    5.315605074261844E+04    5.315762124792357E+04    5.316051748002469E+04    6.862792017383943E+04    6.862961024344356E+04    6.863000544994674E+04    6.863276221049490E+04    8.609625989354697E+04    8.609666382853070E+04    8.609850535429658E+04    8.609853582768746E+04    8.610172271615430E+04    1.055614559078980E+05    1.055633053294665E+05    1.055635373108989E+05    1.055639165459147E+05    1.055668094692139E+05    1.270226996322645E+05    1.270229691123403E+05    1.270247402771600E+05    1.270253955358359E+05    1.270254215978811E+05    1.270284077325432E+05    1.504806528726664E+05    1.504822428546530E+05    1.504826226433695E+05    1.504831829996029E+05    1.504834772465124E+05    1.504863870076333E+05    1.759347682758413E+05    1.759349591148810E+05    1.759365638574427E+05    1.759373866955543E+05    1.759376884606427E+05    1.759378334122404E+05    1.759407372298749E+05    2.033855079813439E+05    2.033870080641228E+05    2.033872491912730E+05    2.033879748710234E+05    2.033885618453179E+05    2.033885783627356E+05    2.033915195342142E+05    2.328324780144631E+05    2.328326201600034E+05    2.328341085087390E+05    2.328347437806301E+05    2.328352488475234E+05    2.328356640867951E+05    2.328358378951189E+05    2.328386861104979E+05    2.642760191651283E+05    2.642774150059273E+05    2.642775868088147E+05    2.642783419569935E+05    2.642788041524051E+05    2.642793748777959E+05    2.642794089833871E+05    2.642822619672462E+05    2.977158340515759E+05    2.977159438918758E+05    2.977173134509401E+05    2.977181572155175E+05    2.977182644985640E+05    2.977187049907284E+05    2.977193619911049E+05    2.977194374955335E+05    2.977222437394605E+05    3.331521845056782E+05    3.331534720192025E+05    3.331536061043818E+05    3.331545062775948E+05    3.331545737391344E+05    3.331552158817765E+05    3.331557886419468E+05    3.331558585056709E+05    3.331586280041763E+05    3.705848380629038E+05    3.705849253971733E+05    3.705861860312424E+05    3.705870977784743E+05    3.705871925685673E+05    3.705874096256541E+05    3.705879579311025E+05    3.705886385462365E+05    3.705886762466880E+05    3.705914207689925E+05
    6.834918091594488E-02    1.330502824960464E+03    2.829186516530187E+03    5.179331949238050E+03    5.185844762289671E+03    8.393372730644529E+03    8.400184853317913E+03    1.245965240577758E+04    1.246155516031848E+04    1.246632525502018E+04    1.738412241962161E+04    1.738589365548389E+04    1.739103659179247E+04    2.316316130061292E+04    2.316413469955646E+04    2.316651950623793E+04    2.317093745485787E+04    2.979947170099520E+04    2.980203992087748E+04    2.980264309493792E+04    2.980684869875429E+04    3.729113436161826E+04    3.729175158894885E+04    3.729454785738482E+04    3.729459781382052E+04    3.729945833383714E+04    4.563971174335026E+04    4.564252485334684E+04    4.564287941178310E+04    4.564345400157393E+04    4.564786901917669E+04    5.484396909985087E+04    5.484438084474724E+04    5.484707486445303E+04    5.484807078269656E+04    5.484811049783170E+04    5.485266774970110E+04    6.490491683881769E+04    6.490733512272711E+04    6.490791611275567E+04    6.490876531552272E+04    6.490921474672504E+04    6.491365528641523E+04    7.582171952410706E+04    7.582201115151438E+04    7.582445240730383E+04    7.582570428311359E+04    7.582616463370106E+04    7.582638467101123E+04    7.583081674328761E+04    8.759508234915099E+04    8.759736536465131E+04    8.759773382884992E+04    8.759883618785068E+04    8.759973063564545E+04    8.759975587530516E+04    8.760424497774272E+04    1.002244043446750E+05    1.002246216309670E+05    1.002268866419363E+05    1.002278511054411E+05    1.002286239264167E+05    1.002292552596394E+05    1.002295192616532E+05    1.002338672789209E+05    1.137102051630549E+05    1.137123305035656E+05    1.137125932772092E+05    1.137137396226003E+05    1.137144456645849E+05    1.137153151571718E+05    1.137153661211313E+05    1.137197217380655E+05    1.280520315540661E+05    1.280521995420286E+05    1.280542843436306E+05    1.280555683134205E+05    1.280557310558843E+05    1.280564043346276E+05    1.280574043764790E+05    1.280575185539440E+05    1.280618031939571E+05    1.432502823785454E+05    1.432522435879904E+05    1.432524489247973E+05    1.432538174803593E+05    1.432539183279718E+05    1.432549003144944E+05    1.432557723558245E+05    1.432558773288009E+05    1.432601064791421E+05    1.593046037343562E+05    1.593047373971464E+05    1.593066568897499E+05    1.593080454972204E+05    1.593081903845544E+05    1.593085180593429E+05    1.593093569253882E+05    1.593103934270481E+05    1.593104491858320E+05    1.593146407146373E+05
    9.685284638991742E-02    9.375778769320900E+02    1.684171864962820E+03    2.850465671202004E+03    2.859678532482477E+03    4.454009535635832E+03    4.463617843002419E+03    6.478299145839819E+03    6.481001307629713E+03    6.487719763549895E+03    8.931784653827932E+03    8.934261491073903E+03    8.941540646866852E+03    1.180932189807403E+04    1.181070456733661E+04    1.181405108658488E+04    1.182029832303257E+04    1.511474677444323E+04    1.511835382139979E+04    1.511920973324999E+04    1.512515692225576E+04    1.884533529875199E+04    1.884621131690114E+04    1.885013407433325E+04    1.885021341317775E+04    1.885708473039777E+04    2.300330446760652E+04    2.300726176266826E+04    2.300776580832788E+04    2.300856914538050E+04    2.301481717239162E+04    2.758690301119508E+04    2.758748709154093E+04    2.759127748018951E+04    2.759267708947511E+04    2.759273222648779E+04    2.759918230843894E+04    3.259756375871918E+04    3.260096429044885E+04    3.260178998177880E+04    3.260297706586894E+04    3.260361515941731E+04    3.260989835267600E+04    3.803410230553179E+04    3.803451589637771E+04    3.803795094136283E+04    3.803971168639805E+04    3.804036312735255E+04    3.804067283518767E+04    3.804694524554088E+04    4.389751828434207E+04    4.390073113058078E+04    4.390125343671777E+04    4.390280044221038E+04    4.390406312959833E+04    4.390410104646852E+04    4.391045326746840E+04    5.018695997153523E+04    5.018726810660067E+04    5.019045655428735E+04    5.019180653501436E+04    5.019290502333577E+04    5.019379376530804E+04    5.019416615168673E+04    5.020032026582074E+04    5.690316375427647E+04    5.690615587228393E+04    5.690652844819906E+04    5.690813562679773E+04    5.690913487021279E+04    5.691036304586096E+04    5.691043498541501E+04    5.691659986842218E+04    6.404548746346387E+04    6.404572569272237E+04    6.404866104469749E+04    6.405046599678550E+04    6.405069321419426E+04    6.405164797461895E+04    6.405305837226523E+04    6.405322030054206E+04    6.405928474305958E+04    7.161449612321392E+04    7.161725769939843E+04    7.161754901625273E+04    7.161947358116237E+04    7.161960773581167E+04    7.162100196102215E+04    7.162223346903780E+04    7.162238113931766E+04    7.162836773064036E+04    7.960968850217923E+04    7.960987807391229E+04    7.961258101162656E+04    7.961453568671446E+04    7.961473937981752E+04    7.961519541051080E+04    7.961638560700303E+04    7.961784944727139E+04    7.961792823830991E+04    7.962386159120269E+04
    1.302440949616983E-01    7.178953731066897E+02    1.130985250796776E+03    1.770955456263986E+03    1.783303379369067E+03    2.661240253881547E+03    2.674060857897597E+03    3.779669069845794E+03    3.783324491108445E+03    3.792265268343520E+03    5.137661680674531E+03    5.140923764184853E+03    5.150690017241206E+03    6.728259917663578E+03    6.730129936279855E+03    6.734562072226448E+03    6.742931128418007E+03    8.556642409803946E+03    8.561424046847284E+03    8.562582987873990E+03    8.570548299200938E+03    1.061913204935157E+04    1.062031422948227E+04    1.062550737780458E+04    1.062563004673579E+04    1.063483397664138E+04    1.291871940493628E+04    1.292397886675668E+04    1.292466414520794E+04    1.292572034407392E+04    1.293410186644514E+04    1.545304423413629E+04    1.545383150438508E+04    1.545887236774630E+04    1.546073102422585E+04    1.546080063678525E+04    1.546945632447794E+04    1.822403698954424E+04    1.822855504633529E+04    1.822967081456476E+04    1.823123305555932E+04    1.823209313546268E+04    1.824052091868857E+04    2.123010264548570E+04    2.123065975674086E+04    2.123522841529814E+04    2.123757020654753E+04    2.123844121283975E+04    2.123885461147812E+04    2.124727021983616E+04    2.447258714046073E+04    2.447686055044003E+04    2.447756363212227E+04    2.447961387469475E+04    2.448129976754369E+04    2.448135556627696E+04    2.448987665890954E+04    2.795034400414602E+04    2.795075890866567E+04    2.795500220977324E+04    2.795678351525669E+04    2.795826703730715E+04    2.795944873386073E+04    2.795994656867960E+04    2.796820503614567E+04    3.166436433156157E+04    3.166834621592806E+04    3.166884775215265E+04    3.167097410416845E+04    3.167231486001228E+04    3.167395657755149E+04    3.167405363841218E+04    3.168232643976879E+04    3.561378400698757E+04    3.561410470792064E+04    3.561801217869445E+04    3.562040881934504E+04    3.562070791717090E+04    3.562199277095696E+04    3.562387440839052E+04    3.562409308512195E+04    3.563223112018168E+04    3.979936325646924E+04    3.980303905700010E+04    3.980343137907069E+04    3.980598919762154E+04    3.980615168839109E+04    3.980803123603378E+04    3.980967769123249E+04    3.980987500254590E+04    3.981790978576498E+04    4.422042779569887E+04    4.422068296004034E+04    4.422428150722987E+04    4.422688204492485E+04    4.422715250744983E+04    4.422774963783289E+04    4.422935200686716E+04    4.423130948380355E+04    4.423141604112575E+04    4.423937918792375E+04
    1.684896327959056E-01    5.661210346817198E+02    8.131664977053101E+02    1.189823302808387E+03    1.205703463101984E+03    1.726043131398746E+03    1.742423562229928E+03    2.393180727119686E+03    2.397971504492988E+03    2.409341984843920E+03    3.206162317165435E+03    3.210254579498824E+03    3.222836158049360E+03    4.155878051164051E+03    4.158325733586771E+03    4.163932956293136E+03    4.174689339451857E+03    5.249081984321043E+03    5.255135444193867E+03    5.256661992308221E+03    5.266891106950468E+03    6.480979933681903E+03    6.482520016318275E+03    6.489087094820079E+03    6.489271205626237E+03    6.501104534698184E+03    7.855464677764085E+03    7.862149683409085E+03    7.863059852741311E+03    7.864377312096747E+03    7.875174356253368E+03    9.369469278548982E+03    9.370492468295995E+03    9.376910073029785E+03    9.379272605690137E+03    9.379349470270279E+03    9.390508729521813E+03    1.102550067622412E+04    1.103124462319877E+04    1.103269929062167E+04    1.103465618745249E+04    1.103577067567458E+04    1.104662851474704E+04    1.282148927923827E+04    1.282221238400361E+04    1.282802931763847E+04    1.283101520153767E+04    1.283212466604046E+04    1.283265619383955E+04    1.284350231363167E+04    1.475918081773061E+04    1.476462184258541E+04    1.476553383527524E+04    1.476813374740316E+04    1.477028676340350E+04    1.477036760882984E+04    1.478134790774516E+04    1.683708900592521E+04    1.683762708796791E+04    1.684303433916369E+04    1.684527860201163E+04    1.684720819126935E+04    1.684870826370968E+04    1.684934737342655E+04    1.685999521773405E+04    1.905649839181742E+04    1.906157193491659E+04    1.906222237820256E+04    1.906491082529573E+04    1.906663988654154E+04    1.906874039600274E+04    1.906886742610761E+04    1.907953359227517E+04    2.141628936757840E+04    2.141670504900952E+04    2.142168616120004E+04    2.142473063171642E+04    2.142510749908597E+04    2.142677061533969E+04    2.142917345734458E+04    2.142945802308054E+04    2.143995097516570E+04    2.391744676629014E+04    2.392213159049711E+04    2.392264048451784E+04    2.392589403143568E+04    2.392607361300131E+04    2.392851183159853E+04    2.393062035281944E+04    2.393087391198674E+04    2.394123595456276E+04    2.655909729135577E+04    2.655942790227104E+04    2.656401600573703E+04    2.656732824372378E+04    2.656767266952342E+04    2.656841732406084E+04    2.657049204784265E+04    2.657300049602820E+04    2.657313985744536E+04    2.658340929651257E+04
    2.115513315951292E-01    4.452000727748546E+02    6.020099444485363E+02    8.345204176621505E+02    8.542667663043082E+02    1.179612381290024E+03    1.199786708472478E+03    1.601361555140626E+03    1.607527604693011E+03    1.621424377284096E+03    2.118866823186516E+03    2.123785444883014E+03    2.139470836075196E+03    2.720437769578170E+03    2.723578144155262E+03    2.730402764740394E+03    2.743765410666053E+03    3.414683890906456E+03    3.422050520226640E+03    3.424039586019212E+03    3.436722975355485E+03    4.195498321927273E+03    4.197457026874572E+03    4.205446993666661E+03    4.205713663492919E+03    4.220433830361566E+03    5.067824174991812E+03    5.076008508563724E+03    5.077212114455463E+03    5.078773529639781E+03    5.092237193511555E+03    6.027779078880159E+03    6.029074832355610E+03    6.036958824070706E+03    6.039856877382833E+03    6.039921217344974E+03    6.053858517904994E+03    7.078533045278675E+03    7.085575912491849E+03    7.087424403890201E+03    7.089769906294060E+03    7.091168775598743E+03    7.104716214604354E+03    8.217472998323638E+03    8.218386506508417E+03    8.225533212615870E+03    8.229217695030802E+03    8.230564882498169E+03    8.231231515177709E+03    8.244770729001853E+03    9.446801508042394E+03    9.453485664427422E+03    9.454637497288541E+03    9.457819786350456E+03    9.460464224759382E+03    9.460579721755807E+03    9.474286035524001E+03    1.076464493565404E+04    1.076532364249257E+04    1.077197433744631E+04    1.077469648376334E+04    1.077713483098852E+04    1.077896160810400E+04    1.077975653519935E+04    1.079305853074251E+04    1.217262184763458E+04    1.217886081630504E+04    1.217968190826797E+04    1.218295641208584E+04    1.218511880436551E+04    1.218770618539929E+04    1.218786958924836E+04    1.220119445915442E+04    1.366932228981442E+04    1.366984605655058E+04    1.367597576736300E+04    1.367970530199377E+04    1.368016539769738E+04    1.368225385239041E+04    1.368521008103013E+04    1.368556976610003E+04    1.369868035384465E+04    1.525598609443856E+04    1.526174937108745E+04    1.526239152442064E+04    1.526638391045626E+04    1.526656287739661E+04    1.526963236796957E+04    1.527223565773872E+04    1.527255201855915E+04    1.528550290762767E+04    1.693151426633883E+04    1.693193053895358E+04    1.693757800389177E+04    1.694164920176743E+04    1.694207469883788E+04    1.694296610482086E+04    1.694557161959792E+04    1.694867334073773E+04    1.694885113108598E+04    1.696168633709185E+04
    2.593862641882341E-01    3.408183470295454E+02    4.450168812117357E+02    5.928105378398533E+02    6.166592604570849E+02    8.280908286551007E+02    8.521068447296370E+02    1.106839670775611E+03    1.114726478200310E+03    1.131067896729860E+03    1.453216961603589E+03    1.458890774348350E+03    1.477901409234404E+03    1.852363219493446E+03    1.856356643840314E+03    1.864379357408508E+03    1.880489130361061E+03    2.315110654071405E+03    2.323754372967082E+03    2.326357835607483E+03    2.341591879349175E+03    2.833785663479483E+03    2.836240732394001E+03    2.845631463731633E+03    2.846002841235695E+03    2.863806060310724E+03    3.414565697336731E+03    3.424255600674900E+03    3.425867448334454E+03    3.427614720486768E+03    3.443946193600864E+03    4.052623327737127E+03    4.054235757454882E+03    4.063630556133827E+03    4.067080758745044E+03    4.067089868332656E+03    4.084043413387033E+03    4.751892861260404E+03    4.760264379060607E+03    4.762572288417340E+03    4.765264337129599E+03    4.766972836668268E+03    4.783429646217305E+03    5.509139271830285E+03    5.510271298525113E+03    5.518788520494749E+03    5.523221105691434E+03    5.524769573814192E+03    5.525594613970986E+03    5.542051431710440E+03    6.327085864139421E+03    6.335049483747393E+03    6.336477753758401E+03    6.340261630530781E+03    6.343389075479166E+03    6.343551644160660E+03    6.360216012413801E+03    7.203419299932915E+03    7.204258074325750E+03    7.212195101466402E+03    7.215392386765966E+03    7.218403845794577E+03    7.220537980762559E+03    7.221502175750951E+03    7.237693175612184E+03    8.140136287600249E+03    8.147579534754359E+03    8.148596609072352E+03    8.152459690317110E+03    8.155098749175455E+03    8.158172378452859E+03    8.158381390425911E+03    8.174600812208948E+03    9.135499066155107E+03    9.136145174724092E+03    9.143465676326019E+03    9.147894645700990E+03    9.148445502101846E+03    9.151004210595862E+03    9.154518303484594E+03    9.154962228906123E+03    9.170926432875374E+03    1.019103484351483E+04    1.019791463960491E+04    1.019870888284417E+04    1.020345938508261E+04    1.020361481764058E+04    1.020738583556193E+04    1.021049300595057E+04    1.021087914469456E+04    1.022665537245542E+04    1.130539073755458E+04    1.130590359013347E+04    1.131265048341427E+04    1.131750478947788E+04    1.131802009049209E+04    1.131904989676335E+04    1.132224147202364E+04    1.132595474641184E+04    1.132617746066225E+04    1.134181372737626E+04
