    3.352753826397548E-02    3.293906671810024E+03    9.521244008794385E+03    1.930511453113399E+04    1.930767302368360E+04    3.265041015644369E+04    3.265309218797012E+04    4.955255333756904E+04    4.955329956942763E+04    4.955517920624388E+04    7.001387803362153E+04    7.001457968811346E+04    7.001659923305248E+04    9.403296422738419E+04    9.403334575953218E+04    9.403428820167090E+04    9.403602397044349E+04    1.216108721247064E+05    1.216118857909104E+05    1.216121225962069E+05    1.216137747628977E+05    1.527468487085572E+05    1.527470906421795E+05    1.527481951839681E+05    1.527482135004625E+05    1.527501232072869E+05    1.874415072126588E+05    1.874426158614553E+05    1.874427544887108E+05    1.874429825740012E+05    1.874447157957537E+05    2.256943627359119E+05    2.256945240850844E+05    2.256955858574612E+05    2.256959787233681E+05    2.256959943213033E+05    2.256977834991581E+05    2.675058123174770E+05    2.675067647630957E+05    2.675069920462257E+05    2.675073283501288E+05    2.675075052505232E+05    2.675092481022191E+05    3.128755274019900E+05    3.128756415910770E+05    3.128766032733123E+05    3.128770955444916E+05    3.128772770988392E+05    3.128773644486848E+05    3.128791035598381E+05    3.618037855758180E+05    3.618046835548626E+05    3.618048277081011E+05    3.618052624330044E+05    3.618056145257922E+05    3.618056256930627E+05    3.618073865227206E+05    4.142903500021058E+05    4.142904349706347E+05    4.142913265362594E+05    4.142917061565022E+05    4.142920084791977E+05    4.142922582284347E+05    4.142923633406114E+05    4.142940683295380E+05    4.703354257504802E+05    4.703362606474683E+05    4.703363631105169E+05    4.703368158260382E+05    4.703370918324001E+05    4.703374347259385E+05    4.703374566584883E+05    4.703391639749185E+05    5.299388336651258E+05    5.299388992315485E+05    5.299397191825189E+05    5.299402235005932E+05    5.299402874268547E+05    5.299405509221428E+05    5.299409456522388E+05    5.299409925586757E+05
    1.088442228727062E-01    7.248305282123536E+02    1.316012679937759E+03    2.238807461310177E+03    2.247085008218155E+03    3.508969618683916E+03    3.517589557295499E+03    5.111668709124975E+03    5.114097948103447E+03    5.120122139260169E+03    7.054502723378983E+03    7.056714735812355E+03    7.063256048069158E+03    9.332845591751673E+03    9.334089068641875E+03    9.337083009883610E+03    9.342694549532567E+03    1.195014656165322E+04    1.195337542419062E+04    1.195414397232176E+04    1.195948672424921E+04    1.490395607844162E+04    1.490474389061344E+04    1.490825261759897E+04    1.490832826735339E+04    1.491449890158455E+04    1.819626782207025E+04    1.819981282046706E+04    1.820026552689965E+04    1.820098345079655E+04    1.820659747325399E+04    2.182550703680471E+04    2.182603224668539E+04    2.182942752229618E+04    2.183068040827630E+04    2.183072994500486E+04    2.183652555653225E+04    2.579296209116716E+04    2.579600715893774E+04    2.579675035925941E+04    2.579781044316938E+04    2.579838488672243E+04    2.580402970940365E+04    3.009756805044832E+04    3.009793993509538E+04    3.010101699241097E+04    3.010259338257723E+04    3.010317954034013E+04    3.010345686009866E+04    3.010909252126194E+04    3.474022370991495E+04    3.474310183554904E+04    3.474357128796713E+04    3.474495494112807E+04    3.474608855465455E+04    3.474612377263288E+04    3.475183054702846E+04    3.972016329142469E+04    3.972044034901704E+04    3.972329711627002E+04    3.972450279360891E+04    3.972549188963859E+04    3.972628875586981E+04    3.972662283416536E+04    3.973215225502056E+04    4.503804887518847E+04    4.504072970657756E+04    4.504106460475374E+04    4.504250150745861E+04    4.504339913092634E+04    4.504450210467420E+04    4.504456674149786E+04    4.505010578241850E+04    5.069330310854970E+04    5.069351730880990E+04    5.069614750734880E+04    5.069776336734933E+04    5.069796586716518E+04    5.069882456126781E+04    5.070008996437171E+04    5.070023580452747E+04
    2.175312709123148E-01    3.573770344481550E+02    5.056466998420714E+02    7.271452814810370E+02    7.434098733575277E+02    1.052278486263053E+03    1.068877125458138E+03    1.451532529572937E+03    1.456561718685814E+03    1.468007976975723E+03    1.940521114086231E+03    1.944547595846015E+03    1.957460425039868E+03    2.509691751920825E+03    2.512258519293342E+03    2.517851406631838E+03    2.528851623111335E+03    3.166093543482559E+03    3.172140256513448E+03    3.173751955470697E+03    3.184203524875816E+03    3.904724173208901E+03    3.906329684788341E+03    3.912874409149864E+03    3.913106314518081E+03    3.925211510939456E+03    4.729637094105042E+03    4.736355849195920E+03    4.737327505763957E+03    4.738614037156397E+03    4.749693152573193E+03    5.637645928114620E+03    5.638709243096903E+03    5.645173625916251E+03    5.647547105521886E+03    5.647607755128569E+03    5.659071516280497E+03    6.631353159247119E+03    6.637125902307907E+03    6.638644767741465E+03    6.640566507837352E+03    6.641720360114081E+03    6.652862549476119E+03    7.708612720608544E+03    7.709362865255177E+03    7.715222736262962E+03    7.718236337674947E+03    7.719357613555871E+03    7.719900771590843E+03    7.731036947655894E+03    8.871233974729545E+03    8.876715206462362E+03    8.877659964277549E+03    8.880262459269261E+03    8.882443369619854E+03    8.882540582629052E+03    8.893811365384478E+03    1.011767745429049E+04    1.011823504375155E+04    1.012368945453995E+04    1.012591238167659E+04    1.012792066514781E+04    1.012942649388845E+04    1.013007855665731E+04    1.014101731221919E+04    1.144927327952331E+04    1.145439002842682E+04    1.145506382583395E+04    1.145774220591257E+04    1.145951916404482E+04    1.146165260351055E+04    1.146178610881018E+04    1.147274333164132E+04    1.286486261281851E+04    1.286529304267411E+04    1.287032034604269E+04    1.287337620554448E+04    1.287374909969750E+04    1.287546858303440E+04    1.287790113045621E+04    1.287819763513063E+04
    3.478004343056720E-01    1.590135607887298E+02    2.164027758964769E+02    2.916818861760950E+02    3.165047220697902E+02    4.292207936187558E+02    4.532969096060225E+02    5.819404431340625E+02    5.910778798230896E+02    6.070374503046489E+02    7.772085897539998E+02    7.824794535201413E+02    8.023501617761049E+02    9.980191337880201E+02    1.002608252962987E+03    1.010436556780087E+03    1.027068978097949E+03    1.256577735378727E+03    1.264983390688149E+03    1.268124029636661E+03    1.283741510169395E+03    1.544253706396562E+03    1.547005813300762E+03    1.556152815098552E+03    1.556667042738665E+03    1.575178535673954E+03    1.867923818483251E+03    1.877545412897536E+03    1.879567470905302E+03    1.881065782613392E+03    1.898167154701056E+03    2.222262467229834E+03    2.224044583859131E+03    2.233505304890929E+03    2.236826352946248E+03    2.236971096607187E+03    2.254685204809326E+03    2.611593700217179E+03    2.619975763868161E+03    2.622543954063825E+03    2.625015567537365E+03    2.626833495038137E+03    2.644116815196357E+03    3.032379331559590E+03    3.033620015222579E+03    3.042199268712104E+03    3.046757213085762E+03    3.048189398127490E+03    3.049090855784640E+03    3.066397110333496E+03    3.487590156805697E+03    3.495606704431361E+03    3.497172329831458E+03    3.500966290912612E+03    3.504058797545057E+03    3.504280820868752E+03    3.521816367370969E+03    3.974709704742530E+03    3.975623944387690E+03    3.983643917451437E+03    3.986757006542468E+03    3.990033011962429E+03    3.992083755648317E+03    3.993092939940360E+03    4.010171966652776E+03    4.495906296743147E+03    4.503421644599239E+03    4.504534890201451E+03    4.508336307630781E+03    4.511138688720070E+03    4.514208496431425E+03    4.514452356925927E+03    4.531562846308631E+03    5.049296280902106E+03    5.049997909232747E+03    5.057406562557733E+03    5.061831541703246E+03    5.062392518974163E+03    5.065133637604492E+03    5.068647860807869E+03    5.069129852811309E+03
    4.855328990276612E-01    2.402627701366549E+01    5.132227707496253E+01    8.028700719118757E+01    1.121316084820692E+02    1.640497823527705E+02    1.912610916238003E+02    2.367615218352515E+02    2.527418312029412E+02    2.691384801021254E+02    3.427154432870301E+02    3.476152488313891E+02    3.730163013639237E+02    4.533277719246024E+02    4.612552972920254E+02    4.701361672062608E+02    4.905106920664037E+02    5.886650215161872E+02    5.978234026277870E+02    6.041342705648412E+02    6.226528332314559E+02    7.346199482085867E+02    7.391096850312088E+02    7.493131211074431E+02    7.502656531834150E+02    7.738504434107513E+02    9.020742848761661E+02    9.132690204416804E+02    9.175673371997698E+02    9.184006508215559E+02    9.404686726763775E+02    1.082799260748079E+03    1.085576072512734E+03    1.097204310936008E+03    1.100575942705532E+03    1.101611315454707E+03    1.124264027235298E+03    1.283387515884928E+03    1.293603124422033E+03    1.297625856722677E+03    1.299773052995632E+03    1.302213988028723E+03    1.324947301585355E+03    1.498532162012229E+03    1.500407287554191E+03    1.511005886060428E+03    1.517159228786008E+03    1.518002814091429E+03    1.519484426251474E+03    1.542331497405678E+03    1.732645062727472E+03    1.742516660744217E+03    1.744917386272442E+03    1.749722895806064E+03    1.752937403646360E+03    1.753364456735610E+03    1.776661163315684E+03    1.982026031421597E+03    1.983379633869888E+03    1.993348368145462E+03    1.997036739937206E+03    2.001743091980093E+03    2.003651551099034E+03    2.005022337165755E+03    2.027862398271563E+03    2.249841535764128E+03    2.259162613808562E+03    2.260852295013614E+03    2.265388947057181E+03    2.269273504389509E+03    2.272596670371766E+03    2.273032872518233E+03    2.295936308282430E+03    2.533358598047944E+03    2.534383105565870E+03    2.543629099811190E+03    2.549013628037766E+03    2.549856497060382E+03    2.553646625839968E+03    2.557607702000478E+03    2.558285247289158E+03
    6.158020624210185E-01   -6.614963721139404E+01   -5.204735700144008E+01   -4.003292139698408E+01   -3.804956976703977E+00    2.596009284315426E+01    5.161930613150224E+01    6.425064488542250E+01    8.842801081201196E+01    1.010913601883122E+02    1.376761501692956E+02    1.399962259697185E+02    1.677042511827192E+02    2.025595230224779E+02    2.152686011493224E+02    2.240951813273246E+02    2.441498043476603E+02    2.903725233393126E+02    2.982139987888071E+02    3.101609835381674E+02    3.269633802161818E+02    3.789823396734606E+02    3.861478630629338E+02    3.951590332304181E+02    3.970316283069945E+02    4.222702656761938E+02    4.849300404893979E+02    4.958971483691587E+02    5.024818838415489E+02    5.050769880829793E+02    5.275036357486292E+02    5.959445660735962E+02    6.001632866220942E+02    6.125917654847589E+02    6.149879169748801E+02    6.183192318772885E+02    6.425625359707283E+02    7.216705104449319E+02    7.326364684554819E+02    7.387077259944804E+02    7.393318021464097E+02    7.424319093375632E+02    7.683521144451631E+02    8.545179131297352E+02    8.572365472040094E+02    8.688936099504697E+02    8.756077903316293E+02    8.766137086421490E+02    8.782962350993025E+02    9.044545740760084E+02    1.000696693754475E+03    1.011499064748839E+03    1.015074959752534E+03    1.020758370501734E+03    1.022732833308456E+03    1.023478761933877E+03    1.050796723348266E+03    1.155082381915939E+03    1.156978362585680E+03    1.168055702700603E+03    1.171974801214986E+03    1.178310321903150E+03    1.178919816530030E+03    1.180642185546622E+03    1.207745793263730E+03    1.322008790499065E+03    1.332331702982462E+03    1.334802451905928E+03    1.339601473909128E+03    1.344638808414491E+03    1.347013451496126E+03    1.347770081194897E+03    1.375016908923851E+03    1.497776065299314E+03    1.499177388167862E+03    1.509520862873286E+03    1.515321991464574E+03    1.516656219353353E+03    1.521464712553710E+03    1.524767418042384E+03    1.525629875481148E+03
    7.244891104606270E-01   -1.226744406046759E+02   -1.147687284573920E+02   -1.090288783975662E+02   -7.056706355484150E+01   -5.020762187165477E+01   -2.802526092064232E+01   -2.560019846361712E+01    9.680639116529051E-01    1.066962671044433E+01    3.159267149221535E+01    3.298883268045961E+01    5.962068410377822E+01    7.541182562866675E+01    9.284769925243063E+01    1.008268834720120E+02    1.179543989839055E+02    1.431543048969298E+02    1.483279684481755E+02    1.668944756245386E+02    1.783897923785703E+02    2.046760049861400E+02    2.150711022889228E+02    2.212112979682216E+02    2.248486347685723E+02    2.478878563357939E+02    2.834427128123757E+02    2.928613612546952E+02    3.014624851534517E+02    3.078030317208618E+02    3.260619189461388E+02    3.621472516391610E+02    3.682523723535377E+02    3.800794478211725E+02    3.809438763543462E+02    3.880988539885888E+02    4.098246728311244E+02    4.541706381965558E+02    4.648823780593453E+02    4.717648558969349E+02    4.728362764828515E+02    4.764139206902495E+02    5.017624014071700E+02    5.491800005466024E+02    5.529531591803790E+02    5.648077374131406E+02    5.702212582997055E+02    5.728884009413686E+02    5.759286816856387E+02    6.012751464825615E+02    6.554882500439328E+02    6.664277552697031E+02    6.714907135472722E+02    6.775170751292327E+02    6.779126698554943E+02    6.788945996856044E+02    7.076373348870451E+02    7.663600207386585E+02    7.688878826387572E+02    7.803578739511665E+02    7.842007665532499E+02    7.906740275800978E+02    7.922932715516602E+02    7.928457936769237E+02    8.219342825046954E+02    8.874110688611199E+02    8.980603026852102E+02    9.015093352703009E+02    9.061704731218288E+02    9.123824100059567E+02    9.127557496969562E+02    9.140473958607804E+02    9.434566575844706E+02    1.013912325475799E+03    1.015725628928468E+03    1.026545909054469E+03    1.032299295865045E+03    1.034345799700203E+03    1.040174926667884E+03    1.041737375615435E+03    1.042767308665878E+03
    7.998057950693578E-01   -1.541499289964067E+02   -1.489684046222448E+02   -1.455264415418561E+02   -1.060895023087657E+02   -9.024972764343420E+01   -7.522182294448388E+01   -6.560211713019336E+01   -4.461517965883874E+01   -3.631554475581822E+01   -2.337837935037811E+01   -1.910189329341324E+01    5.117345169017483E+00    1.225023240204359E+01    3.299942460181092E+01    3.927259532721405E+01    5.458963290556443E+01    7.165504039531714E+01    7.423217688132206E+01    9.715500545687320E+01    1.045642260204612E+02    1.198365371905835E+02    1.327508988774397E+02    1.361590405135214E+02    1.417031777453035E+02    1.615413764972520E+02    1.865394869484718E+02    1.941924863849662E+02    2.045434694177818E+02    2.134850822531193E+02    2.272768654598178E+02    2.497607735034056E+02    2.576466324176291E+02    2.677885891270715E+02    2.684150353188478E+02    2.787026672910995E+02    2.963834464003202E+02    3.263801239522418E+02    3.363496570798575E+02    3.433486899510314E+02    3.450507245801135E+02    3.504112173236242E+02    3.725517323821970E+02    4.034834847846963E+02    4.082863269193675E+02    4.198551076208074E+02    4.238083429793921E+02    4.275648109705355E+02    4.329294956507194E+02    4.552493449281835E+02    4.913417089704634E+02    5.020037726710495E+02    5.084182738363280E+02    5.126014986876862E+02    5.141381391698472E+02    5.161530385294577E+02    5.430105429108139E+02    5.817446523878206E+02    5.848680093638785E+02    5.963193702492173E+02    5.999078216725276E+02    6.057131286869045E+02    6.079018896107580E+02    6.099861451077051E+02    6.375782456162630E+02    6.814594277268080E+02    6.920627275773181E+02    6.964435226256305E+02    7.008244675353940E+02    7.062322511076349E+02    7.072563816901562E+02    7.088852003827770E+02    7.378874913695311E+02    7.848544114428767E+02    7.870373226039414E+02    7.979686611716484E+02    8.034522194472472E+02    8.062355690379795E+02    8.125029201527859E+02    8.129562095377992E+02    8.136770389041540E+02
    8.333333333333334E-01   -1.664258470990124E+02   -1.621540775086090E+02   -1.594108982623010E+02   -1.196703316201528E+02   -1.055112661772278E+02   -9.293093508181758E+01   -8.079835578717331E+01   -6.188507289845131E+01   -5.426691258987526E+01   -4.397246119235245E+01   -3.845532878904186E+01   -1.507721666656317E+01   -1.114772239831791E+01    1.102964747266537E+01    1.619407734376290E+01    3.101431274246693E+01    4.554574648767493E+01    4.681269353649708E+01    7.118532152188249E+01    7.737787591960955E+01    8.871212702159318E+01    1.027514154469646E+02    1.048244816441720E+02    1.113068749140763E+02    1.295782881764554E+02    1.512714527455817E+02    1.579715592639228E+02    1.692057722398246E+02    1.789923024711852E+02    1.907781071919451E+02    2.087805785659449E+02    2.175677512715869E+02    2.263396063487717E+02    2.277758320589556E+02    2.391176825565861E+02    2.545612153580715E+02    2.799654851014050E+02    2.894411660134090E+02    2.965059054874910E+02    2.983916150856327E+02    3.048773311328080E+02    3.249903400343931E+02    3.505366320167582E+02    3.558973886565026E+02    3.672160781522547E+02    3.703871221595674E+02    3.746948241361795E+02    3.812339191516187E+02    4.016796014622597E+02    4.318068477229857E+02    4.422379963698830E+02    4.493045723112627E+02    4.525344805130159E+02    4.544789666572789E+02    4.575407255409286E+02    4.827433836006803E+02    5.147840769875108E+02    5.182294439858789E+02    5.295910069873609E+02    5.329940348740696E+02    5.384433175432501E+02    5.407489853094298E+02    5.439790728510269E+02    5.702391269331374E+02    6.068410350454328E+02    6.173493119062251E+02    6.222168862829765E+02    6.264494198705288E+02    6.311570942555365E+02    6.325046241175459E+02    6.349940610760314E+02    6.629475865714689E+02    7.018768693052971E+02    7.042548296732473E+02    7.151781050757028E+02    7.204724929515427E+02    7.236667933457535E+02    7.292595092688675E+02    7.304835242982977E+02    7.308673258038373E+02
    8.668608715973088E-01   -1.777281610338063E+02   -1.742152787588313E+02   -1.720278467640667E+02   -1.320602648108429E+02   -1.194171579971849E+02   -1.089235830951415E+02   -9.466796921401141E+01   -7.753118443635077E+01   -7.070615478263832E+01   -6.257548914261110E+01   -5.587519011928231E+01   -3.317888640687414E+01   -3.214951381024241E+01   -8.608903961567648E+00   -4.695152047731369E+00    9.812005590206013E+00    2.220205444360749E+01    2.230799110737593E+01    4.757773644497445E+01    5.318541759959714E+01    6.091193039534380E+01    7.606863081863423E+01    7.674736590312341E+01    8.414420188964135E+01    1.009386031237084E+02    1.199372532556042E+02    1.255899943945291E+02    1.377687764635947E+02    1.480730757472575E+02    1.580617599615475E+02    1.722926849118436E+02    1.820217758051974E+02    1.893199453154066E+02    1.916688084591452E+02    2.039965227616432E+02    2.170855701960676E+02    2.387456891738581E+02    2.476246776075864E+02    2.547650834901397E+02    2.568289026079118E+02    2.644796594172432E+02    2.823520202637144E+02    3.034730829515242E+02    3.094575521280627E+02    3.204500308408335E+02    3.227666625902216E+02    3.276843701258757E+02    3.353881273858053E+02    3.537320439973121E+02    3.789509909722352E+02    3.890806915587508E+02    3.967811903253412E+02    3.990367447162859E+02    4.015132045916455E+02    4.056421123899904E+02    4.288518666781790E+02    4.553141056355366E+02    4.591236148390767E+02    4.703424888400754E+02    4.735046552664232E+02    4.785820819395419E+02    4.810016842022852E+02    4.854648138119748E+02    5.100907457317768E+02    5.406092122426124E+02    5.509742809941769E+02    5.563648123903297E+02    5.604640822162490E+02    5.643507848819452E+02    5.659710485323058E+02    5.695834089699144E+02    5.960878470127478E+02    6.282160966776111E+02    6.308121778087798E+02    6.416909114471516E+02    6.467504622616109E+02    6.504148883258503E+02    6.552245369954016E+02    6.565459167641723E+02    6.580860299895490E+02
