  5.80661735E-03  1.45506842E-11  5.26240235E-19 -2.04367955E-14 -4.02232020E-12 -1.65411943E-18 -3.62285241E-19 -2.30173036E-14  6.10345483E-14  2.53739082E-12 -8.60731429E-19  8.67218058E-19  7.21168291E-19  2.56530880E-16 -2.32224533E-13  4.97930578E-14 -4.69027856E-13  2.75467623E-19 -2.49355270E-18  5.67232874E-19 -2.10111061E-18  2.98373304E-14  4.18160996E-13  1.45790243E-13  9.98716336E-14 -4.18579985E-13 -4.60509807E-20 -1.68399841E-18  2.98469967E-18 -6.60921068E-19 -1.41880862E-18 -6.43824739E-15  1.03799212E-13 -5.20174538E-14 -2.96678389E-13  6.35153227E-13  2.52673073E-14  3.28729135E-19 -6.47889806E-19 -9.18701698E-19 -1.07046454E-19
  1.94566946E-02  9.31192755E-11 -2.19365564E-18  9.95830005E-16  4.76613374E-11  9.66604646E-18 -7.87308102E-18  1.20948905E-14  3.88588419E-14 -3.36020295E-11  1.42531470E-18 -8.48796087E-18 -1.11147211E-17 -6.33845308E-15  3.17327135E-12 -1.97641134E-14  6.62116334E-12 -3.88938076E-18 -1.63693206E-19  1.62980059E-18  1.56904289E-17 -1.20261676E-14 -5.91405307E-12 -1.97688200E-12 -4.18512975E-14  6.31840555E-12 -3.26064465E-18  1.02352716E-17 -1.91924523E-19  5.30048620E-19  4.61346892E-18  1.27337354E-15 -2.12236605E-12  7.58397571E-15  7.72561797E-14 -1.00741285E-11  1.40587665E-12  1.57662607E-18  6.75389713E-19 -6.68387107E-20 -5.89900721E-18
  4.08853991E-02  1.21149276E-09 -1.80914251E-17  8.09981787E-15 -1.74940294E-10 -3.70266663E-17  2.76369177E-17 -2.19397053E-14 -2.59605323E-13  1.47867958E-10 -3.46561865E-18  3.28218145E-17  5.26622227E-17  3.02479173E-14 -1.50417125E-11  2.47037659E-14 -3.13912564E-11  8.29129743E-18 -1.86463333E-17 -7.55477487E-18 -7.62338231E-17  9.34041311E-15  2.92007323E-11  9.68262745E-12  4.90577076E-14 -3.12062465E-11 -1.66503536E-19 -5.56402396E-17  5.25561542E-19  1.60868720E-17 -2.87865775E-17  1.42407451E-14  1.08132517E-11  2.92149544E-15 -4.77540535E-14  5.09717186E-11 -7.41392735E-12 -2.02635944E-17 -1.07866313E-18 -1.16067698E-17  2.84901874E-17
  7.00576112E-02  4.42387421E-09 -1.44828238E-16 -1.61720593E-13  5.08562220E-10  1.01203092E-16 -6.67472520E-17  4.98630429E-14  2.64974875E-12 -4.10825878E-10  3.47061863E-18 -1.00507086E-16 -1.43194297E-16 -8.85839415E-14  4.42869116E-11 -5.25938125E-14  9.29612367E-11 -2.33524012E-17  5.36795151E-17  1.80354157E-17  2.34629683E-16 -1.38411559E-14 -8.96568793E-11 -2.93115832E-11 -1.04249626E-13  9.56259894E-11 -4.06462024E-19  1.76557905E-16 -5.99291947E-18 -5.14555258E-17  9.94415729E-17 -5.17455793E-14 -3.42101537E-11 -2.18378001E-14  4.75111229E-14 -1.61123267E-10  2.38136021E-11  4.02755489E-17  8.90133581E-18  1.05387261E-17 -7.85750009E-17
  1.06927488E-01  1.91277244E-08 -7.00203117E-16 -8.32249534E-13 -2.49567864E-10 -2.06143479E-16  1.80263017E-16 -1.13104615E-13  1.66881921E-11  6.97774757E-10 -1.37119166E-17  2.22836570E-16  3.26574876E-16  1.97896106E-13 -9.43713205E-11  1.12487259E-13 -1.90779931E-10  5.86809010E-17 -1.17040386E-16 -3.70134873E-17 -5.34193696E-16  2.63411447E-14  2.08767364E-10  6.89062411E-11  2.25427043E-13 -2.24348085E-10 -6.73365114E-18 -4.20330470E-16  1.81408891E-17  1.29730754E-16 -2.33376234E-16  1.28886984E-13  8.28942989E-11  5.85438669E-14 -6.92459427E-14  3.89078708E-10 -5.82151207E-11 -1.08380037E-16 -1.73805452E-17 -2.82379357E-17  2.08050134E-16
  1.51437379E-01  6.84080959E-08 -3.37846270E-15 -5.93823604E-12  4.55427911E-09  2.51014325E-16  6.31307373E-17  3.01684934E-14  1.44229235E-10 -2.84702377E-09  2.69744660E-17 -3.75928079E-16 -4.75918861E-16 -3.75055730E-13  2.39861098E-10 -1.53012763E-13  5.88815784E-10 -1.21373566E-16  2.31890105E-16  6.35384617E-17  1.04630112E-15 -5.21833355E-14 -4.29921410E-10 -1.14174355E-10 -4.44724346E-13  4.32518209E-10  1.72141143E-17  8.58258671E-16 -3.60863410E-17 -2.60378985E-16  4.67738632E-16 -2.67735899E-13 -1.63798185E-10 -1.23142427E-13  1.14191622E-13 -7.97118002E-10  1.18751874E-10  2.18693024E-16  3.52031360E-17  6.84300980E-17 -4.31681472E-16
  2.03517755E-01  2.62921703E-07 -1.43437306E-14 -3.14859260E-11  1.22757666E-08 -8.61964041E-16  2.47110838E-15 -1.50689261E-12  6.85684067E-10 -7.73353816E-09  8.96105420E-17  9.33797860E-16  1.90864785E-15  6.23267154E-13  2.10998895E-10  9.28442052E-13  1.18698912E-09  1.40873298E-16 -3.44436412E-16 -2.57798167E-16 -1.74369808E-15  5.12460653E-14  5.73389721E-10  3.95898638E-10  6.89998302E-13 -9.80483153E-10 -4.36665495E-17 -1.57603057E-15  7.23715323E-17  4.65253820E-16 -8.15817174E-16  4.80729727E-13  3.44786271E-10  2.34503808E-13 -1.96000994E-13  1.41604362E-09 -1.80569463E-10 -4.27456982E-16 -7.59706551E-17 -1.19425341E-16  8.13872947E-16
  2.63087286E-01  1.00318981E-06 -5.86283714E-14 -1.60416596E-10  5.46324834E-08  4.79012411E-16  1.13049388E-14 -8.45445863E-12  1.18132811E-09 -6.76521449E-08  1.13815836E-15  9.02874486E-16  5.42338769E-15 -1.23555766E-12  4.99531410E-09  4.59801511E-12  1.60569351E-08 -7.84913942E-16  1.07728679E-15 -9.80438886E-16  3.77858735E-15 -6.40092251E-13 -2.82827291E-09  1.21225569E-09 -2.20512158E-12 -7.46508777E-10 -1.18144012E-16  2.44845075E-15 -1.33114259E-16 -7.81842733E-16  1.79536726E-15 -1.00966512E-12 -2.21018332E-11 -3.66416075E-13  2.44827767E-13 -2.74203505E-09  6.65236159E-10  7.16332895E-16  1.61470063E-17  2.28159135E-16 -1.34654232E-15
  3.30052953E-01  3.90763642E-06 -2.23756588E-13 -7.58813253E-10  1.09097537E-07  7.89108100E-15  6.07290373E-14 -5.55765545E-11 -1.53190957E-08 -3.31505136E-07  7.27657102E-15  1.52673816E-14  4.51535059E-14 -2.01720185E-13  3.11298577E-08  3.78319689E-11  9.76716631E-08 -2.82405868E-15  2.72402923E-15 -9.09010302E-15  2.10708482E-15 -4.66243047E-12 -1.13296452E-08  1.27129678E-08 -5.75265886E-12 -2.10817716E-08 -1.63247433E-15 -6.08692915E-15  1.09036780E-16  1.18547788E-15  1.22519069E-15 -3.98506008E-13  5.31642981E-09  9.82628590E-13 -7.44203006E-13  1.77194620E-09  3.87866142E-09 -1.53173015E-15 -1.12931849E-15 -1.04115400E-16  2.87659096E-15
  4.04310195E-01  1.50731594E-05 -7.94385831E-13 -3.39802924E-09 -1.56131697E-07  1.08189706E-13  2.60011240E-13 -3.00895814E-10 -2.02657411E-07 -1.52326321E-06  4.02514369E-14  8.33147220E-14  2.21034640E-13 -1.41670832E-11  2.01756446E-07  2.17988676E-10  5.75350135E-07 -2.14895048E-14  2.71676337E-14 -5.63093368E-14  4.99051750E-14 -4.08839988E-11 -9.92180404E-08  8.33947797E-08 -5.62409677E-11 -1.29468068E-07 -1.19667366E-14 -6.75356171E-15 -8.41699767E-16 -1.00540225E-15  2.94104984E-14 -1.79563533E-11  3.65099590E-08 -2.55612144E-13 -5.97764184E-13 -2.21604942E-08  3.58092356E-08 -1.03540276E-17 -7.65538188E-15  2.65326938E-15  4.70404902E-16
