  3.70711017E-03  5.20058938E-15 -6.89678399E-16  1.02475285E-15  7.02985086E-16  1.40548316E-15  1.30954101E-15 -1.28723196E-16 -6.72126970E-16 -9.98551965E-16 -1.61329039E-16 -1.78492361E-17  2.93291580E-16  1.15629591E-15  1.59237530E-16 -1.48122430E-16  4.79949371E-17  5.33608826E-17  6.50655046E-16 -2.91680047E-17  4.17474675E-16 -8.37197514E-17  2.15745265E-16  4.76139343E-17 -2.19776933E-16 -7.49715059E-16  1.44298944E-16  6.65600215E-16  1.40635639E-16 -2.19661758E-16 -1.81404696E-16  1.03815623E-17 -1.38017799E-16  2.96224649E-16 -5.39249495E-17  7.53851990E-17 -2.57857873E-17  2.03490500E-16  3.03373104E-16  5.05172897E-17 -1.22444119E-16  7.94239328E-16  5.14825130E-17  4.02483470E-17  3.03078262E-16  6.81440978E-17 -5.85335016E-17  7.62964112E-17  3.59399040E-17 -1.61210405E-16  6.78120655E-16  7.24514462E-17  2.04737654E-16 -2.30614861E-16 -2.39119479E-16  9.67441638E-17  1.14511697E-16  1.89285283E-16  3.79380926E-17  1.40058344E-16 -9.29974395E-17 -2.01371768E-16 -4.10844597E-17 -1.55305387E-17 -1.00099058E-17 -1.26311151E-16  6.87282455E-18  8.64129212E-17 -5.91616771E-17 -7.97749739E-17  6.58107065E-17 -6.88845992E-17  3.25306782E-17 -7.14969178E-17 -6.13261522E-17 -1.63171262E-16  1.69930140E-16 -4.18664871E-17  1.26942163E-17 -1.36316437E-16 -5.06545365E-17
  1.24237548E-02 -5.49522505E-14  8.59354822E-15 -1.29162796E-14 -9.28109153E-15 -1.90125864E-14 -1.79132334E-14  2.61667966E-15  9.21939277E-15  1.39312731E-14  3.00732010E-15  7.37829282E-16 -4.99057034E-15 -1.64167805E-14 -1.56861118E-15  2.71572377E-15 -1.68258213E-15 -2.67507694E-16 -9.15034022E-15 -2.16743118E-16 -5.94349792E-15  2.77363181E-15 -4.02798784E-15 -1.35283468E-15  8.12210812E-17  1.01827104E-14 -5.35697439E-15 -8.89472949E-15  4.34488198E-15  5.41468049E-16  4.60253760E-15 -6.87995745E-16  6.65718649E-16 -4.26812530E-15 -5.46011125E-16 -1.20386472E-15  7.86558054E-16  2.83003637E-16 -2.14479880E-15 -9.59793274E-15  3.34156462E-15 -8.52434731E-15  1.02775881E-16 -1.53272466E-15 -2.59109868E-15  2.34469995E-15 -1.52496180E-16  8.82514653E-16  2.43037419E-15  6.15423363E-15 -5.63832371E-15 -1.19492050E-15 -7.04682124E-15  9.46499981E-16 -2.18492585E-15 -3.87298778E-15 -4.30001142E-16 -2.18667596E-15  3.56562611E-15 -1.61438649E-15 -2.54170213E-15  1.20710437E-15  4.85663733E-17  9.68312003E-16  5.96706587E-16  4.99766604E-16 -1.10812154E-15 -3.01573173E-16  5.71542040E-16  1.31786497E-15 -5.86627026E-16  1.40006644E-15 -2.44983899E-16 -1.24813220E-15  1.13234301E-15  1.00811140E-15 -8.07628775E-16  3.50227301E-15  2.88893008E-16  2.25336737E-15  2.33134433E-15
  2.61134640E-02  1.69292721E-13 -3.54827804E-14  5.34037689E-14  4.14594612E-14  8.60779366E-14  8.19329025E-14 -1.29922187E-14 -4.42254393E-14 -6.63098605E-14 -1.58255388E-14 -3.92839368E-15  2.50070813E-14  8.10211589E-14  6.70567563E-15 -1.42496925E-14  8.95869456E-15  8.57068417E-16  4.58944733E-14  1.69589777E-15  2.96985950E-14 -1.52692446E-14  2.09734049E-14  7.13183575E-15  4.23508306E-16 -5.12370827E-14  2.87827716E-14  4.31513741E-14 -2.65421374E-14 -1.97635309E-15 -2.40486763E-14  3.44040822E-15 -2.94537164E-15  2.18112140E-14  3.35043826E-15  5.78559751E-15 -4.94145232E-15 -1.84481458E-15  1.00939785E-14  5.22389881E-14 -1.40330639E-14  4.32398052E-14 -8.60985362E-16  7.57000910E-15  1.13659372E-14 -1.43550325E-14  1.60540038E-15 -4.72978378E-15 -1.47228698E-14 -3.21051400E-14  2.81731737E-14  5.21897993E-15  3.72354311E-14 -1.98530563E-15  1.17903190E-14  2.10102049E-14  1.24385543E-14 -1.43763984E-15 -1.78569985E-14  9.14959289E-15  1.35917756E-14 -6.15699882E-15 -2.65942996E-17 -5.13456154E-15 -2.37655783E-15 -2.72623998E-15  6.03196362E-15  2.08323009E-15 -2.17743045E-15 -6.97655557E-15  3.73826067E-15 -7.04282026E-15  1.12663765E-15  6.81369504E-15 -5.53532624E-15 -5.01106487E-15  5.13779199E-15 -1.85219708E-14 -1.50554105E-15 -1.35955468E-14 -9.27300366E-15
  4.47615314E-02 -4.68079844E-13  8.60796806E-14 -1.32057856E-13 -1.12436916E-13 -2.37697454E-13 -2.29260206E-13  3.97557345E-14  1.30571695E-13  1.93559478E-13  5.19925628E-14  1.29499090E-14 -7.74703145E-14 -2.47407307E-13 -1.62768685E-14  4.67091221E-14 -2.97253695E-14 -1.11376670E-15 -1.42950519E-13 -7.52568475E-15 -9.17400287E-14  5.29244790E-14 -6.82056377E-14 -2.33567978E-14 -3.50844067E-15  1.60697379E-13 -9.63626936E-14 -1.26873634E-13  1.01009311E-13  4.62223574E-15  7.85600559E-14 -1.04569936E-14  8.24811064E-15 -6.97793175E-14 -1.23904740E-14 -1.62286385E-14  1.94823328E-14  6.30661851E-15 -3.08086838E-14 -1.75952353E-13  3.61011688E-14 -1.38583726E-13  3.49955750E-15 -2.29719124E-14 -2.62184351E-14  5.46034474E-14 -7.59650420E-15  1.55405215E-14  5.41224958E-14  1.04334620E-13 -8.98293696E-14 -1.39418705E-14 -1.23381972E-13 -3.19188456E-15 -3.20226925E-14 -7.43160150E-14 -3.89594111E-14  1.88871176E-14  5.68979059E-14 -3.17627793E-14 -4.56732805E-14  2.00577555E-14 -5.76823369E-16  1.72628648E-14  5.04655961E-15  1.11407265E-14 -1.94809693E-14 -6.51433640E-15  6.36642970E-15  2.33088755E-14 -1.36494731E-14  2.27169485E-14 -3.30013531E-15 -2.30197569E-14  1.72323820E-14  1.49607867E-14 -1.78833435E-14  6.26484955E-14  1.68842778E-15  4.61978971E-14  2.57068634E-14
  6.83491809E-02  2.23984114E-13 -2.03508049E-13  2.90421170E-13  2.29374776E-13  4.94879749E-13  4.85993371E-13 -9.27680863E-14 -2.91394189E-13 -4.26140229E-13 -1.30652908E-13 -3.24592325E-14  1.82374031E-13  5.72328729E-13  2.50773247E-14 -1.16917722E-13  7.59893935E-14 -2.10932489E-15  3.37343698E-13  2.42019559E-14  2.13119339E-13 -1.41175240E-13  1.69899269E-13  5.79834471E-14  1.49091142E-14 -3.82115546E-13  2.46604622E-13  2.66409508E-13 -2.93246549E-13 -5.22880322E-15 -1.96330645E-13  2.30194320E-14 -1.64517735E-14  1.70103372E-13  3.49412979E-14  2.92101526E-14 -5.81428780E-14 -1.67396207E-14  7.08634044E-14  4.53956985E-13 -5.91614064E-14  3.38439361E-13 -1.08285518E-14  5.06589614E-14  1.10913992E-14 -1.53811295E-13  3.02398862E-14 -3.54967342E-14 -1.54635367E-13 -2.56815107E-13  2.18369422E-13  2.52512775E-14  3.13087533E-13  3.94868579E-14 -1.30556929E-15  2.05876735E-13  1.00758054E-13 -5.74036394E-14 -1.36879432E-13  8.51831117E-14  1.18434731E-13 -5.02758773E-14  3.57149058E-15 -4.44627682E-14 -1.35896164E-15 -4.11425217E-14  4.03925042E-14  1.45291472E-14 -1.35611521E-14 -6.00748787E-14  3.80307672E-14 -5.61826450E-14  6.97149736E-15  5.97857554E-14 -4.05972368E-14 -3.28198994E-14  3.60844748E-14 -1.62677043E-13  3.21991234E-14 -1.17982548E-13 -4.28341471E-14
  9.68528464E-02 -3.35623161E-12 -1.47849720E-14 -2.07785512E-13 -3.94925452E-13 -8.92860224E-13 -8.76350486E-13  1.82320704E-13  5.40592128E-13  7.80397690E-13  2.71424840E-13  6.76512160E-14 -3.59868036E-13 -1.10633707E-12 -1.83293051E-14  2.45254192E-13 -1.65023969E-13  1.56975458E-14 -6.62661104E-13 -6.19332111E-14 -4.08121654E-13  3.16202480E-13 -3.56448531E-13 -1.19181195E-13 -4.62850506E-14  7.56314215E-13 -5.27817876E-13 -4.23195494E-13  6.93406152E-13 -9.36817821E-15  4.11469071E-13 -3.80995991E-14  2.39445762E-14 -3.47037379E-13 -8.19216157E-14 -3.09646021E-14  1.37954562E-13  3.80836893E-14 -1.34572075E-13 -9.82268534E-13  4.44829057E-14 -6.89779928E-13  2.80794723E-14 -8.59583135E-14  8.52234634E-14  3.19901645E-13 -9.59374180E-14  4.93361828E-14  3.75321918E-13  5.21241914E-13 -4.43097730E-13 -2.85996985E-14 -6.66432029E-13 -1.58736592E-13  1.19394187E-13 -4.15478196E-13 -2.25602372E-13  1.38353606E-13  2.68403322E-13 -1.94298345E-13 -2.60083399E-13  1.06590734E-13 -1.32130599E-14  9.56608271E-14 -2.93333861E-14  1.03710728E-13 -5.66125661E-14 -2.48660214E-14  1.80577807E-14  1.31060131E-13 -8.86881214E-14  1.17138008E-13 -1.09477587E-14 -1.30787857E-13  7.91023566E-14  5.73472707E-14 -1.93418924E-14  3.20694439E-13 -1.89303449E-13  2.48032666E-13 -1.37736826E-14
  1.30244095E-01 -9.38631900E-12 -2.72442122E-12  2.37354048E-12  5.79741914E-13  1.15165361E-12  1.33912658E-12 -3.44139275E-13 -9.29805767E-13 -1.31636809E-12 -5.58717592E-13 -1.24211904E-13  6.33478374E-13  1.89494437E-12 -2.54194228E-14 -4.58320561E-13  3.21091578E-13 -5.28012775E-14  1.14102380E-12  1.33321403E-13  6.79759355E-13 -6.21150517E-13  6.64876277E-13  2.11698355E-13  1.18617582E-13 -1.31379578E-12  9.92127054E-13  5.16222525E-13 -1.38392567E-12  7.94562873E-14 -7.58654628E-13  4.14586331E-14 -2.10584310E-14  6.25328565E-13  1.67396059E-13  3.15838460E-15 -2.74907804E-13 -7.22612419E-14  2.30616898E-13  1.87246489E-12  8.32292636E-14  1.23402384E-12 -6.38276687E-14  1.11640386E-13 -2.68181312E-13 -5.68195044E-13  2.23284127E-13 -3.91817058E-14 -8.05672513E-13 -9.09541875E-13  7.89324680E-13  2.08956835E-16  1.25084343E-12  4.25365512E-13 -1.85964330E-13  7.75630182E-13  4.53920474E-13 -2.97464914E-13 -4.34691753E-13  3.99415676E-13  5.09182361E-13 -2.01942873E-13  3.77097689E-14 -1.79807692E-13  1.08288385E-13 -1.82901683E-13  8.24934435E-14  3.12385691E-14  1.84476251E-14 -2.51213949E-13  1.81707081E-13 -2.17922002E-13  1.10619170E-14  2.53167550E-13 -1.33983176E-13 -8.19914987E-14 -3.36230003E-14 -5.94893825E-13  4.16617680E-13 -4.46893289E-13  2.55936533E-13
  1.68489633E-01 -5.55382655E-11 -1.57861425E-11  9.58293728E-12 -1.06836762E-12 -4.12944820E-12 -2.70443262E-12  2.57091947E-13  8.90190307E-13  1.50495524E-12  3.07616691E-13  1.85889823E-13 -1.00153247E-12 -2.98360738E-12  1.85711513E-13  7.46676564E-13 -6.00565726E-13  1.09857208E-13 -1.79423646E-12 -2.42038997E-13 -1.01075085E-12  1.10601694E-12 -1.13677891E-12 -3.39600735E-13 -2.66018431E-13  2.07341369E-12 -1.69162903E-12 -4.60150322E-13  2.41864220E-12 -3.16134100E-13  1.24763670E-12  4.63817290E-15 -1.12042407E-14 -1.02960246E-12 -3.08426157E-13  7.42373687E-14  4.86747525E-13  9.05083388E-14 -4.21589610E-13 -3.24559097E-12 -4.30378642E-13 -1.99779336E-12  1.31437943E-13 -1.00848283E-13  5.58097747E-13  9.30485729E-13 -4.52248980E-13 -2.87194321E-14  1.55534748E-12  1.39701813E-12 -1.27372002E-12  1.00570618E-13 -2.13531370E-12 -8.99441389E-13  1.36187476E-13 -1.35979662E-12 -8.41858194E-13  6.01178689E-13  5.04882015E-13 -7.74170223E-13 -9.16430040E-13  3.54510310E-13 -9.07800811E-14  3.02767220E-13 -2.46156126E-13  2.75304293E-13 -1.29499462E-13 -1.83405430E-14 -2.20722862E-13  3.84381767E-13 -3.31471542E-13  3.76094600E-13  1.97043387E-15 -4.46657477E-13  2.03625672E-13  9.31670759E-14  1.05166511E-13  1.07944346E-12 -7.13481602E-13  6.99288913E-13 -7.61833272E-13
  2.11551332E-01 -2.61229417E-10 -1.12358394E-10  6.45975720E-11 -9.48554132E-13 -1.39269073E-11 -2.58279280E-12 -4.58893511E-12 -6.72196851E-12 -6.72876576E-12 -6.99710421E-12 -3.94112908E-13  1.81862215E-12  4.39649657E-12  1.21015018E-13 -1.63781524E-12  8.21249444E-13 -5.03026121E-13  2.40909967E-12  5.07101619E-13  1.56176770E-12 -1.78807016E-12  1.87082356E-12  4.57863452E-13  5.76459913E-13 -3.01499823E-12  2.63915838E-12  1.91174471E-13 -3.89080779E-12  9.80674629E-13 -1.80802432E-12 -1.93231991E-13  9.68502665E-14  1.60148723E-12  5.31919713E-13 -2.23827842E-13 -8.21945400E-13 -1.53226155E-14  9.89590369E-13  5.21447828E-12  1.11411596E-12  2.98676047E-12 -2.44844026E-13  2.65802295E-14 -9.74520656E-13 -1.42844156E-12  8.61595054E-13  4.91000685E-13 -2.67536689E-12 -1.93381970E-12  1.89615482E-12 -3.33651832E-13  3.38205031E-12  1.65459265E-12  1.08402905E-13  2.24139472E-12  1.46332563E-12 -1.04995375E-12  3.98099391E-13  1.28648308E-12  1.54845887E-12 -5.89665589E-13  1.92704816E-13 -4.62437879E-13  4.58432622E-13 -3.82236419E-13  1.96722717E-13 -4.06356793E-14  4.94286606E-13 -7.07352914E-13 -3.11932278E-13 -6.21698665E-13 -4.54114829E-14  7.31633954E-13 -2.84093872E-13 -6.89758941E-14 -2.08344539E-13 -1.86392710E-12  1.08642667E-12 -9.43125915E-13  1.79657312E-12
  2.59386264E-01 -1.33499286E-09 -7.43543403E-10  3.55764511E-10 -2.09764100E-11 -1.21919735E-10 -5.02280593E-11 -3.98185564E-11 -3.96682693E-11 -2.79381102E-11 -4.71219519E-11 -3.43072492E-13  3.00654372E-14 -7.08837406E-12  6.31406658E-12 -2.59587665E-12 -4.50425611E-12 -1.56350623E-12 -5.28449263E-12  7.13814643E-13 -2.35253175E-13  2.47949233E-12 -2.34563449E-12 -1.19506658E-12 -5.19355821E-13  4.53542437E-12 -4.42735738E-12  2.73117853E-13  5.59648604E-12 -1.85909312E-12  1.89055764E-12  5.91315132E-13 -3.20579343E-13 -2.28973764E-12 -8.37080982E-13  4.68373536E-13  1.13901274E-12 -2.62337411E-13 -3.48705734E-12 -7.42687049E-12 -2.29531948E-12 -4.13154840E-12  4.79415057E-13  1.87006589E-13  1.61676965E-12  2.14672852E-12 -1.67090772E-12 -3.91559319E-12  1.93296002E-12  2.40701718E-12 -2.68751719E-12  7.76324924E-13 -5.06190281E-12 -2.83361262E-12 -6.59059121E-13 -3.48298187E-12 -2.41446069E-12  3.92399726E-13 -2.45619454E-12 -1.93508863E-13 -2.46057925E-12  9.56809827E-13 -3.74417609E-13  6.39327798E-13 -7.65754836E-13  4.96199132E-13 -3.00333874E-13  2.16019037E-13 -4.08352310E-14  1.39610334E-12  3.96402356E-13  1.00503979E-12  1.47914069E-13 -1.13533427E-12  3.71188853E-13 -2.73258962E-14  3.72342155E-13  3.07244271E-12 -1.54428867E-12  1.06469043E-12 -4.48099857E-12
