    9.100642489183741E-03    1.211954149396699E+05    2.540111460201208E+05    4.351227214375667E+05    4.351230109887603E+05    6.645313137791347E+05    6.645316839266055E+05    9.422362279123274E+05    9.422363527889745E+05    9.422366719184889E+05    1.268237866454148E+06    1.268237918626719E+06    1.268238223873917E+06    1.642535788536853E+06    1.642535913467633E+06    1.642535984067544E+06    1.642536305910931E+06    2.065130465996345E+06    2.065130544799806E+06    2.065130576591514E+06    2.065130870653258E+06    2.536021434011203E+06    2.536021541564906E+06    2.536021653130669E+06    2.536021676744896E+06    2.536021981367227E+06    3.055209138112236E+06    3.055209216800538E+06    3.055209265022017E+06    3.055209301284365E+06    3.055209598290726E+06    3.622693171253612E+06    3.622693262858914E+06    3.622693380104746E+06    3.622693418850940E+06    3.622693450270777E+06    3.622693736574228E+06    4.238473907953355E+06    4.238473966375647E+06    4.238474017265108E+06    4.238474075938975E+06
    3.048636648471348E-02    1.118070216802460E+04    2.301705675652362E+04    3.915489878193779E+04    3.915587244290222E+04    5.959817640344905E+04    5.959942495500716E+04    8.434453063820605E+04    8.434495780712705E+04    8.434604822037695E+04    1.133953502909293E+05    1.133955504968566E+05    1.133965767566273E+05    1.467491121767234E+05    1.467495455876449E+05    1.467498122135228E+05    1.467509075412476E+05    1.844074536497883E+05    1.844077688502094E+05    1.844078492719571E+05    1.844088694236145E+05    2.263687456605525E+05    2.263691317803031E+05    2.263695729663995E+05    2.263696099239540E+05    2.263706830758278E+05    2.726345704121352E+05    2.726349054318414E+05    2.726350833189972E+05    2.726351277084660E+05    2.726362122342867E+05    3.232034492867634E+05    3.232037909651640E+05    3.232042853326879E+05    3.232044075370490E+05    3.232044584128765E+05    3.232055056953850E+05    3.780767728011435E+05    3.780770701705012E+05    3.780772454312404E+05    3.780774619074131E+05
    6.403661698629914E-02    2.811689515456797E+03    5.496258019198531E+03    9.151500273922582E+03    9.153540453572499E+03    1.378568378991302E+04    1.378830351272323E+04    1.939387541236128E+04    1.939476789367303E+04    1.939705489018659E+04    2.597897253390880E+04    2.597939104920954E+04    2.598154570135534E+04    3.353779454164976E+04    3.353870097817881E+04    3.353925796765926E+04    3.354155802535400E+04    4.207376379049170E+04    4.207442530548641E+04    4.207459129592604E+04    4.207673431220356E+04    5.158347315802434E+04    5.158428140770610E+04    5.158520500157425E+04    5.158528292278827E+04    5.158753681714709E+04    6.207023356742069E+04    6.207093805385417E+04    6.207130977911998E+04    6.207139957980622E+04    6.207367977129352E+04    7.353094950231616E+04    7.353166536677562E+04    7.353270320515183E+04    7.353295774324774E+04    7.353306515385039E+04    7.353526569340416E+04    8.596853338197988E+04    8.596916041031788E+04    8.596952632523829E+04    8.596997901784522E+04
    1.096666858430195E-01    1.144921784536192E+03    2.063112124971572E+03    3.305773418362699E+03    3.309242973839373E+03    4.886959015558714E+03    4.891429986185835E+03    6.798316898548529E+03    6.799824716003166E+03    6.803722129300586E+03    9.044720589229484E+03    9.045425101746197E+03    9.049108130887969E+03    1.162080977217710E+04    1.162234314285053E+04    1.162327908846816E+04    1.162721032782171E+04    1.453236434286076E+04    1.453348500307015E+04    1.453376254082838E+04    1.453742506861283E+04    1.777362356468228E+04    1.777499168758584E+04    1.777655037357632E+04    1.777668658787180E+04    1.778053721736680E+04    2.135018977741001E+04    2.135138510051404E+04    2.135201078054138E+04    2.135216464456046E+04    2.135606032414029E+04    2.525682487775374E+04    2.525803705064559E+04    2.525979357828310E+04    2.526022655416351E+04    2.526040834493238E+04    2.526416997414971E+04    2.949845806681686E+04    2.949952073381783E+04    2.950013888457395E+04    2.950090770235638E+04
    1.672644481545040E-01    6.043705857181959E+02    1.002950747759492E+03    1.532255242598039E+03    1.537463998943657E+03    2.213424355172162E+03    2.220190418655604E+03    3.034001446032275E+03    3.036244924011223E+03    3.042129354979033E+03    4.001166062403100E+03    4.002210173141076E+03    4.007798826656131E+03    5.106995491576698E+03    5.109279222616728E+03    5.110658458663919E+03    5.116624923138210E+03    6.360066230529145E+03    6.361741501963970E+03    6.362147808304971E+03    6.367705264074431E+03    7.751809032624262E+03    7.753849726733760E+03    7.756163078105280E+03    7.756375500480962E+03    7.762217658062722E+03    9.290571609824878E+03    9.292362879422597E+03    9.293285413859543E+03    9.293521411566289E+03    9.299430813285740E+03    1.096854723877394E+04    1.097035635242675E+04    1.097297718396763E+04    1.097362719875758E+04    1.097389743602663E+04    1.097961060337129E+04    1.279308532576603E+04    1.279467285889853E+04    1.279559328405796E+04    1.279674578400430E+04
    2.366888210566849E-01    3.565748065230719E+02    5.605489203918327E+02    8.188853851336063E+02    8.260257174803212E+02    1.160817112973991E+03    1.170241478538510E+03    1.569389071968278E+03    1.572445322432135E+03    1.580618462788104E+03    2.054181339556734E+03    2.055603763201184E+03    2.063419745597619E+03    2.604572277546396E+03    2.607677310587743E+03    2.609528106730307E+03    2.617882514459436E+03    3.232134091473759E+03    3.234432527909908E+03    3.234974939878517E+03    3.242753172882965E+03    3.925247481806580E+03    3.928031692577392E+03    3.931166852113347E+03    3.931468222583775E+03    3.939653997799600E+03    4.695270928211990E+03    4.697737719502167E+03    4.698969305018928E+03    4.699305140076087E+03    4.707581503608511E+03    5.531572999632909E+03    5.534043654217198E+03    5.537629051303913E+03    5.538516605262625E+03    5.538881980510022E+03    5.546901418217758E+03    6.444172232576154E+03    6.446345121532719E+03    6.447602198100503E+03    6.449180705777009E+03
    3.177698626218293E-01    2.098280497989511E+02    3.289823036610109E+02    4.655025377261635E+02    4.745371475916974E+02    6.571399965684620E+02    6.694166656920224E+02    8.825488043984519E+02    8.864541048464962E+02    8.970737404963909E+02    1.153464327632654E+03    1.155300200126039E+03    1.165545441058348E+03    1.456798108831429E+03    1.460720063448976E+03    1.463025486981742E+03    1.474015554804246E+03    1.806945074498786E+03    1.809898613277150E+03    1.810589617847732E+03    1.820806435388326E+03    2.189320122129081E+03    2.192861259190204E+03    2.196816090250989E+03    2.197199779759818E+03    2.208003287384875E+03    2.618277989195341E+03    2.621469956203046E+03    2.622974717698497E+03    2.623425480407226E+03    2.634340168970738E+03    3.080350827019552E+03    3.083497829904808E+03    3.088095312462631E+03    3.089201470975825E+03    3.089656637735369E+03    3.100272044428064E+03    3.588257804791135E+03    3.591038506914944E+03    3.592651772433696E+03    3.594650920295248E+03
    4.103091324485924E-01    1.075769171722980E+02    1.859838996885317E+02    2.609168694421749E+02    2.714103227173555E+02    3.778027159639281E+02    3.927795141491540E+02    5.118451574571455E+02    5.166481321265354E+02    5.295945597040276E+02    6.762865544093536E+02    6.785971027184337E+02    6.912373737883878E+02    8.562663923208434E+02    8.609137139329002E+02    8.635990262415473E+02    8.772735508192698E+02    1.068319979017950E+03    1.071896921537110E+03    1.072841044223205E+03    1.085474761022361E+03    1.295430977260954E+03    1.299675502467529E+03    1.304363647240771E+03    1.304782194255097E+03    1.318339658848345E+03    1.554559136324036E+03    1.558498540232683E+03    1.560173519521609E+03    1.560748651777185E+03    1.574429817830333E+03    1.829701417007127E+03    1.833480892480191E+03    1.839088792376076E+03    1.840325704341043E+03    1.840843941290920E+03    1.854233774684988E+03    2.136041532823102E+03    2.139410407073138E+03    2.141394447111879E+03    2.143724482629278E+03
    5.140801607707495E-01    3.016513892374309E+01    8.747982034303669E+01    1.292684675288433E+02    1.402079160100044E+02    2.054498344181943E+02    2.223058874751792E+02    2.898820481742230E+02    2.958075671798377E+02    3.104440356284245E+02    3.963787883708025E+02    3.993096359651399E+02    4.138696317308943E+02    5.094122509179224E+02    5.146371013233540E+02    5.175359213236876E+02    5.335807846869394E+02    6.463871725546484E+02    6.504322256987249E+02    6.520606096046521E+02    6.665803495502216E+02    7.889594616257828E+02    7.937910896129378E+02    7.990154519235236E+02    7.993786151203021E+02    8.155709057681219E+02    9.558224878125257E+02    9.605011621057042E+02    9.621801833369932E+02    9.628925716414544E+02    9.792053565353874E+02    1.129114351415042E+03    1.133424278946739E+03    1.139985045754439E+03    1.141207016977656E+03    1.141702766815246E+03    1.157857914443129E+03    1.325948145766839E+03    1.329846598404980E+03    1.332236542905103E+03    1.334667757004984E+03
    6.288289967118628E-01   -3.026326917087479E+01    1.499177761982870E+01    3.929246539777756E+01    4.916084229832617E+01    9.160421323108358E+01    1.085140720394011E+02    1.472165804025846E+02    1.548310202434230E+02    1.697996062909458E+02    2.198061873215661E+02    2.236808659103618E+02    2.389210399000155E+02    2.943533347412191E+02    3.000940009901116E+02    3.028903740152747E+02    3.203421069299093E+02    3.874185748532819E+02    3.916658467861672E+02    3.949576786744499E+02    4.099652727492345E+02    4.810041239392874E+02    4.862750778224472E+02    4.915660112766788E+02    4.920185067641902E+02    5.101301477439017E+02    5.941034201735346E+02    5.993860805663159E+02    6.009720416555404E+02    6.019698843187283E+02    6.201982618083623E+02    7.081128495233612E+02    7.128077626607926E+02    7.200356064397134E+02    7.213313447102576E+02    7.215982736833838E+02    7.401088711043260E+02    8.412128677151488E+02    8.455507265982776E+02    8.484608687920152E+02    8.505464014168567E+02
